Gene,ES1,ES2,ES3,ET1,ET2,ET3,LS1,LS2,LS3,LT1,LT2,LT3,M1,M2,M3,MT1,MT2,MT3,S1,S2,S3,YR1,YR2,YR3,GII,GV
PF3D7_0110000,48890.0566,50476.0636,60062.2104,16679.2249,21319.8763,22654.5029,19118.269,18119.3918,46513.1676,62408.0914,73528.4062,49434.4038,5496.1685,28996.7646,28818.8148,36132.5044,48466.8533,41878.1692,38126.7725,72882.4155,26203.9907,11892.2905,14035.9275,17573.3973,1800550.3493,824099.9069
PF3D7_0110100,20794.4111,17535.2373,35389.6862,15664.9602,17889.4414,16482.0066,6603.6673,7186.6496,24379.9144,24693.7895,26347.9066,20677.585,1768.5459,8529.5946,8068.2594,20395.5328,25580.478,23062.5306,10106.4873,23904.5149,16818.6025,10649.1021,19889.4335,20823.8458,34938.1009,80336.449
PF3D7_0110200,30310.9925,14165.282,48076.0894,16951.5781,21155.1772,22040.476,7813.3023,7984.6504,29786.44,22851.86,26856.029,23877.7917,1600.6423,5997.3308,7793.3768,23195.7661,20554.4762,19495.7435,11940.1911,14189.7989,15683.4872,6799.172,8016.1586,11548.9157,55525.1815,92568.736
PF3D7_0110400,95329.8138,57218.8276,111109.9822,79220.2499,72107.7126,84526.7627,29747.5783,36426.9519,53498.8374,85595.752,79231.5348,86637.9342,12041.7296,35797.5616,24667.6195,86512.2336,76390.2204,75377.7198,43449.8657,50469.8484,42432.9175,56645.8667,77124.5421,71071.831,38777.5294,119804.4509
PF3D7_0110500,14128.1813,16309.7996,21069.7392,11892.5572,25885.0815,21274.5107,7287.3521,11635.4629,18042.135,24869.5705,25170.0383,24782.3386,2070.3396,11436.5652,9582.056,18522.8891,22100.424,32274.6367,8816.424,15799.4118,26166.987,4807.2045,4245.3571,8109.1132,29050.3326,41130.6382
PF3D7_0110600,38659.8359,61769.4871,45736.3049,44266.9885,32601.4574,34126.0003,71487.2371,74301.6611,39010.4706,33762.597,43781.4523,30255.4182,41755.3936,108945.1535,61424.3675,38245.2144,31135.2963,29218.4484,40498.6546,71904.6544,59887.8587,71615.96,57591.6261,43345.9363,35893.0934,27384.0064
PF3D7_0110700,50804.0979,56462.8593,93114.8005,7076.8917,14307.2699,21408.147,40857.0141,40638.258,66438.939,118235.7101,87800.5442,64617.961,10276.269,40830.3678,34029.0337,72187.7643,139625.796,127737.6813,35950.9045,86114.5594,54277.662,16293.8815,5538.6225,9990.7628,97856.3539,24108.2446
PF3D7_0110800,41669.8597,65401.2785,52514.0339,71491.1906,90916.9637,95861.1533,95731.4057,87889.253,67342.7459,68150.5376,70666.941,52112.4581,22246.5463,72438.9202,59286.0529,104621.8194,89032.3532,88483.8657,57208.0277,80331.9632,49445.9864,67524.3592,45696.3576,65530.2562,33880.7472,32267.9932
PF3D7_0110900,12852.7894,6787.3985,25389.4415,30680.6655,42533.1425,42718.7338,7170.0065,4481.4447,12387.4715,25383.0765,19214.0179,18497.2205,2603.6863,6226.6892,5546.233,52700.7919,45086.9364,34713.5914,11775.5212,9103.0435,7676.8017,8646.5419,28394.2355,25877.9017,31941.324,30649.7622
PF3D7_0111000,33443.9154,34561.3171,23605.1415,737.3747,1294.4038,1608.6746,16424.8559,36231.4539,37367.8754,20690.1452,27391.7984,24497.8456,2505.1425,28399.3727,11221.3307,3076.2425,10084.0527,12287.1893,32323.4328,21441.5448,40787.4615,2431.4308,1119.3372,2267.3067,7998.7388,20678.5267
PF3D7_0111200,12192.654,10945.5872,14153.0505,87.8429,1656.3166,1051.2834,3883.6943,4871.7476,13518.4288,14517.4171,11512.4213,9747.5594,575.876,5069.1363,1761.4157,3749.1699,15398.5537,8445.0261,5647.8028,15119.183,5105.8423,744.4935,91.7649,548.7798,30298.061,38130.4897
PF3D7_0111300,45043.9748,51996.9035,38508.656,992.0103,12066.7413,10944.2109,10368.1016,15479.7463,32498.47,62312.3277,66616.0327,71303.319,2522.8595,16275.3676,11056.3756,24378.2573,44717.9251,56001.9914,30493.4606,49241.9242,47906.4478,2029.4134,625.354,3245.607,9453.9173,23734.5931
PF3D7_0111400,41092.6699,44027.1222,65353.7961,680.927,7378.0707,7039.9833,11066.3841,17241.5718,46741.6245,34580.7243,46769.7755,40032.0746,1828.9947,19814.1429,9915.3113,15911.0125,25960.9953,33365.7577,25661.4528,61873.2923,36591.6128,1851.5454,563.1352,2459.3129,14051.4441,40328.7589
PF3D7_0111500,108930.7608,74190.3772,64658.8959,2165.0135,11347.987,15984.5133,116355.1741,92236.3234,92845.7076,77959.3632,66865.5176,86994.8253,9532.8047,61269.3061,43042.349,38552.3029,64116.9565,62709.2288,151102.1665,29420.1262,54078.5765,8736.3659,3308.1229,7343.1142,23719.6084,21221.5508
PF3D7_0111600,7793.1327,3247.2168,4044.2061,8609.0854,12746.9196,14794.2726,2683.8827,2735.0295,4860.0542,11481.9658,12459.2271,10669.5609,814.0242,3022.1544,2292.227,11174.3594,13687.6699,16656.8208,4243.4284,2185.7299,2451.1639,561.265,4669.6808,3426.1079,37702.8796,101654.0718
PF3D7_0111700,0,0,0,0,530.4745,299.2874,147.4187,0,66.7375,110.7035,153.6302,384.2322,0,176.7086,71.6362,74.4658,466.3594,167.7345,0,146.7356,411.3878,63.5844,0,0,13269.9761,6074.4574
PF3D7_0111800,32090.5816,29401.5581,63470.7253,19393.1102,50249.2103,39879.6714,11679.5549,16470.6214,40595.7279,46717.7526,42539.0443,47481.2466,2281.0649,19120.6238,12619.6083,46478.3872,50880.3447,58074.8161,21121.9174,36698.5969,35081.3094,2924.5933,11625.4728,11789.3727,5416.9288,11331.1103
PF3D7_0111900,136504.7127,97633.9223,116316.8587,30469.8564,58643.9597,59024.4077,52551.7149,47101.6898,80367.0822,146466.5568,149584.7625,126294.8487,5524.4576,52807.5605,27188.4625,94824.251,111493.3661,100400.2122,96298.8538,78852.7045,54428.7885,20298.3976,19042.5563,26391.8679,64132.0383,57756.477
PF3D7_0112000,16399.0433,8654.8816,18698.4655,18715.6634,16688.4057,18932.5877,3760.2981,5013.0225,11745.972,29310.852,23316.5034,25612.8764,1505.4627,4372.1935,4275.8078,15423.4827,23839.0145,26483.9615,9011.7025,11677.7723,7975.0769,9763.762,9195.894,13778.3997,9308.3494,21089.7247
PF3D7_0112100,1112.0547,3614.2648,2490.1037,9950.7567,5211.8313,4851.7477,5250.3259,7610.4563,10327.0528,0,3207.4608,1572.9259,15704.6432,17144.3378,26393.0485,1463.2293,229.0955,3089.9364,320.209,901.0344,2223.0025,13899.74,7700.0242,11080.3775,1629.6936,4558.936
PF3D7_0112200,25234.9797,21579.012,41695.5382,7325.5371,50424.1273,52930.852,5972.1696,9550.5481,28056.5104,67403.0912,58145.886,54670.6046,1508.3648,8102.7667,8249.1889,72279.9392,66990.4886,83458.9776,14393.2113,24932.0566,18692.7707,1198.3167,5954.6096,4538.2202,13045.8708,5208.1727
PF3D7_0112800,9507.9277,6934.7147,12590.3949,2413.3585,572.3892,1453.2083,6397.4651,4835.8051,10572.0688,1343.8187,5314.9712,7773.5947,2786.154,5308.9966,3695.7352,497.1629,735.9419,1374.3763,8466.442,7124.8381,7340.8815,50285.7245,4423.8325,9209.7369,18927.2468,107431.0745
PF3D7_0112900,1674.9045,8916.6178,5237.2901,56255.3078,50553.5472,52991.3298,17598.3018,7834.7219,7976.3771,7749.6611,7628.8382,3517.1114,5248.5161,8221.7055,14086.2984,26318.706,19110.3917,15035.5517,6269.6136,13675.1856,6672.8699,8287.1021,24354.2791,28625.6046,5664.3197,12580.3475
PF3D7_0113000,58568.0515,317669.3376,157176.8801,2346132.2181,2016759.0102,2171951.8199,52433.0552,76938.7625,134882.3497,348354.0857,345435.7592,135290.7434,45892.9046,228823.3197,101020.1738,1311133.752,912358.2372,651441.9546,65280.4455,782586.0128,220482.8047,217756.6375,1058847.1133,1141889.1896,46105.3761,5334.6409
PF3D7_0113100,1353.4319,2259.2399,3670.8108,953.9874,1104.5175,413.9534,509.7479,2666.1334,5463.9581,493.9267,548.3626,242.8637,0,2089.3199,1406.3273,415.3057,457.7672,523.8679,1352.3588,3486.2333,7782.4899,99.2933,297.2258,914.8867,1110.127,3651.304
PF3D7_0113200,5108.9483,2980.4758,10546.9807,1742.9576,16945.623,14527.022,2385.1699,2534.126,4928.2452,6429.7126,3059.2864,3905.3689,306.0641,3958.7114,1693.9852,18350.3902,11569.756,9776.8974,3542.5117,2465.4311,10103.5833,422.059,520.2218,534.7157,9358.8253,11620.2469
PF3D7_0113300,70.0024,234.2049,723.4562,3972.9199,706.2792,578.4305,398.8809,855.4794,644.9154,85.5823,267.2279,123.7671,348.5403,580.5899,221.5211,86.3516,108.1595,194.5075,75.5878,226.8759,572.462,8479.352,6028.539,3419.5399,3205.8476,5152.5806
PF3D7_0113400,100.141,478.6266,388.0989,0,32.5922,99.2959,285.3068,195.8071,959.478,0,84.951,35.4107,0,293.137,435.7293,0,103.1507,46.375,216.2622,649.1084,90.992,35.1595,0,32.3959,4035.752,4478.5546
PF3D7_0113700,19355.8778,13095.4399,44011.6948,163212.8778,72339.2557,79471.7767,19615.1112,29312.1055,31736.3259,9033.8012,12592.2493,8486.1237,115019.4518,61253.3547,52094.6096,21725.4501,15626.7821,16080.0659,12168.2775,21802.4977,17914.2897,130934.7937,131192.967,131093.2574,11619.3739,16511.0663
PF3D7_0113800,2906.4401,405.8164,3749.9722,1073.2559,446.3981,287.8314,673.4352,1426.0719,2543.2501,1224.3592,683.342,1008.4945,946.0164,1465.7729,1575.9533,555.0193,639.1244,816.6524,1449.6703,564.4758,2729.9224,794.9576,537.0329,704.3002,1236.3221,1217.0713
PF3D7_0113900,20122.7632,10644.1266,19385.2533,95552.3347,17757.9538,26288.4649,13919.95,10575.2956,17879.1407,12154.806,11537.7069,10574.9196,16560.4549,19867.5605,14975.6682,9876.6645,5161.4064,8176.9664,10420.4357,5091.0743,14815.3553,109411.2708,99956.1851,86145.0331,19232.2837,77662.8007
PF3D7_0114000,15622.2853,18280.2601,24188.3205,2853.5546,1647.3457,2276.7121,12670.2981,20128.6747,50122.8391,2419.3888,4051.6454,4952.2363,3944.7022,29614.171,26419.2622,2300.3028,1254.4166,1956.2598,27751.614,23033.8882,71130.6556,4930.4698,1581.0609,4259.7607,28164.5358,25352.5773
PF3D7_0114100,2607.3934,4691.6166,9642.6954,2477.9838,74078.6825,56168.8497,2497.007,2924.0094,7912.8947,6562.9124,7221.1592,4121.8612,1874.4279,3591.7522,3761.5037,65525.3648,40760.3361,29547.6613,3919.5245,8574.7601,3693.1303,107.7006,530.9989,1290.0564,0,0
PF3D7_0114200,1920.9106,1468.967,4714.8727,0,250.0742,253.96,156.3649,751.1967,1628.1136,3640.0704,2444.3012,815.0993,0,1780.6077,303.934,2290.5587,3660.4907,4003.0574,345.6962,2801.5277,1919.9546,0,0,372.8517,351.882,178.9748
PF3D7_0114500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.2776,0,0,0,0,0,75.857,0,3532.0928,8982.4942
PF3D7_0114700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0114750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0114800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.5697
PF3D7_0115000,0,17.155,0,0,0,0,0,0,0,0,0,0,16.2463,0,28.3955,0,0,0,12.9189,0,81.5339,0,15.5329,0,65.7502,200.6518
PF3D7_0115100,0,0,0,270.6227,0,215.9166,0,0,0,0,0,0,0,0,0,89.5371,0,0,0,0,98.93,0,0,0,0,1623.0853
PF3D7_0115200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5689,67.1194,0,0,0,0,0,0,70.6411,52.8067,897.0623,304.1769
PF3D7_0115300,0,0,0,0,0,123.2931,0,0,0,0,0,0,0,0,0,76.6915,0,0,0,0,0,0,80.7155,0,0,0
PF3D7_0115400,0,0,0,0,141.1789,143.3726,0,0,0,0,0,0,0,0,0,89.1814,0,0,0,0,0,0,93.8608,0,0,404.1595
PF3D7_0115600,0,76.2516,0,0,51.9237,52.7306,0,0,58.7914,0,0,0,0,0,126.2137,0,0,0,0,0,72.4812,0,0,0,2337.9973,297.289
PF3D7_0115700,0,0,0,0,0,0,0,0,10.7271,0,0,0,26.3518,14.2017,11.5145,0,0,13.4805,0,0,0,0,0,9.417,1226.4514,1193.356
PF3D7_0200100,331.1435,386.8845,110.9072,167.6651,155.675,170.255,89.8519,431.6597,528.7959,44.9826,156.063,273.2217,16.6541,682.1263,189.2035,151.2899,189.4978,255.586,278.106,253.4008,284.1736,322.9567,493.6071,821.2975,1887.2159,1131.2858
PF3D7_0200200,0,84.9377,153.0501,0,115.6771,352.4237,72.3299,521.2229,785.8627,0,376.8878,0,0,867.0083,1195.0245,365.3609,457.6318,329.1909,127.9273,431.9687,161.4756,311.9725,384.5313,229.9606,13021.6365,1159.0401
PF3D7_0200300,0,0,0,0,0,0,0,0,60.8816,0,70.0749,233.6783,0,483.6096,0,0,0,0,0,66.9301,0,58.0052,0,0,0,153.9291
PF3D7_0200400,0,0,92.5682,0,139.9283,284.2052,174.9871,420.33,0,0,0,0,0,0,0,883.9143,775.0012,597.3066,0,522.529,0,0,0,0,393.7892,0
PF3D7_0200500,162.6266,0,70.0293,0,105.8579,430.0112,0,238.4896,359.5776,0,0,57.5061,0,1190.1189,514.6284,401.2168,0,0,117.0682,65.8835,0,0,70.3781,0,297.9075,0
PF3D7_0200600,85.852,82.0664,0,0,55.8833,624.2684,0,83.9338,442.923,0,0,0,77.7191,83.7699,271.6769,423.6118,0,79.5157,0,278.244,0,0,74.3064,0,629.072,0
PF3D7_0200700,0,85.2847,153.6753,0,696.8979,2653.9752,72.6254,1046.7042,591.8047,0,75.6855,0,0,522.33,70.5827,3888.6454,919.0024,578.4374,64.2249,867.4665,81.0676,0,77.2204,57.725,326.8707,166.2535
PF3D7_0201000,0,96.9252,0,0,0,0,0,99.1308,523.118,0,0,0,0,395.7486,80.2166,0,0,0,0,82.1556,0,0,0,0,0,0
PF3D7_0201100,0,0,0,0,0,0,0,0,379.6483,0,0,0,466.3147,0,0,0,0,0,0,417.366,0,0,0,0,0,0
PF3D7_0201200,0,428.1726,0,0,408.1912,532.9722,145.8465,1138.5806,528.2064,0,227.9877,316.7788,243.2946,611.8845,354.3611,884.0594,0,82.9729,64.4884,1451.7077,325.6005,0,0,0,328.2115,500.8064
PF3D7_0201300,0,616.4673,185.1364,0,489.7491,1776.2826,87.4936,105.0825,396.0898,131.4059,0,304.0577,97.3019,419.5091,170.0654,1856.2201,553.5723,796.4088,0,870.8817,195.3282,75.4752,93.0293,69.5427,393.7892,0
PF3D7_0201400,479.6652,1069.8672,1377.003,1457.1888,10823.8552,5813.0993,911.0602,468.948,1531.9338,390.947,271.2709,452.3026,2026.3866,1248.0857,2909.2894,788.9227,2635.1013,592.3509,1841.5534,4016.0016,871.6844,112.2736,691.9312,0,585.783,595.8838
PF3D7_0201500,14803.231,7166.8329,21805.2453,29411.8573,65330.1671,64191.8528,6687.9694,9390.7208,19719.728,17307.1854,16946.9047,19413.5424,3079.1703,9722.968,9020.2204,15896.7312,19171.2076,23339.1975,9897.5415,7899.1016,11970.7634,1496.9889,7608.6931,11793.9801,4738.9445,4731.3881
PF3D7_0201600,12071.3679,5827.0465,29668.8767,258409.3929,246430.0648,222767.8335,6692.3088,6077.2654,20217.4231,29368.9039,18575.4323,18719.1471,8422.7771,16122.2144,9486.4416,79614.746,48456.0953,57907.9572,5225.3569,10983.0242,11405.7919,52576.8835,130165.8983,157631.8478,1469.2978,597.8533
PF3D7_0201700,2271.7378,3627.7931,7135.4097,230690.563,26408.44,45634.3431,56782.1585,45307.9985,12586.9305,1208.96,1473.6995,1285.2876,359530.2288,79147.1808,133649.4624,9275.0867,2973.1953,3341.7594,5560.1244,3573.0448,7236.8013,519420.1757,335785.6951,377451.2851,293.7517,597.6338
PF3D7_0201800,14167.6913,11549.4973,35407.4672,388049.6259,238439.2179,271203.2785,14173.3718,19288.0397,23250.2659,21529.6948,24149.6068,18517.5672,87950.9944,52292.5295,41559.891,118443.3431,62329.2526,57454.8958,7196.3066,32533.5434,11790.5075,158223.7227,330454.1611,305537.9987,1576.589,616.8364
PF3D7_0201900,13935.7705,13520.5726,37130.1961,172683.127,202343.9461,152950.0396,3617.5489,8635.9409,23906.247,20780.1945,14232.8229,21806.4874,1807.9066,20857.0894,10000.5043,51706.8575,33671.1678,46455.8729,8372.9891,17114.856,41716.7107,1695.1591,60906.6154,66111.6392,10331.9005,2515.0524
PF3D7_0202000,24760.8991,21200.6639,56990.76,589617.7815,281993.6972,508491.5541,8427.6882,13920.5878,36765.3947,47148.3771,38939.0954,51834.1488,21519.5215,29717.7475,34614.5754,130927.7757,65651.985,96382.8889,13793.896,29350.4653,50611.1225,170668.0301,502646.6921,600453.7448,182228.7374,12591.9139
PF3D7_0202100,983.8177,2184.24,1175.2746,4338.535,1094.8649,1804.1786,32472.8464,11790.2515,4257.004,426.7923,646.1309,830.4372,33786.065,15173.5264,48029.7234,756.8629,1111.456,911.2065,3609.5864,539.9922,2335.7647,25850.6507,11289.3969,18130.9832,1744.0705,1655.8678
PF3D7_0202200,1749.4134,3955.5705,5620.938,165096.1916,23891.6186,37005.8655,99573.807,71110.1051,12075.296,1768.5954,1284.2747,904.1174,992729.1115,115451.3378,290585.7831,10098.2993,4089.1358,3739.1467,7047.4094,2971.193,4187.9434,579775.1537,270042.5308,287889.1705,369.7687,501.5264
PF3D7_0202300,1612.7139,660.6865,5026.545,2163.3319,30392.9826,24418.0646,2250.467,3153.3621,3056.4092,5914.9287,3843.6722,2172.4518,34273.8023,4645.8717,14641.8932,44397.6127,27686.4002,30727.2661,663.3866,435.5633,976.9159,13751.1414,2392.8556,3527.801,1406.7854,429.3129
PF3D7_0202400,105135.9079,55106.4315,152959.8018,145285.8197,927734.5728,378840.5079,21800.5675,23179.1018,77332.9358,87340.7402,42135.5712,89022.075,7760.1326,33252.7538,30289.4304,444233.1063,120236.7149,166972.3568,62424.0404,50090.0534,178973.005,6669.1387,130420.961,58263.8729,9210.7,3383.4388
PF3D7_0202500,49043.2626,255104.1676,16705.4701,2500431.0841,829107.5073,972051.7558,3997848.4999,1589399.8214,345541.1628,17555.7161,17830.3088,17567.3141,6506381.6543,1369851.6257,4456535.5504,261274.5817,63221.1251,59527.9684,514683.1634,47524.8373,113326.8348,3337248.3854,3710149.3067,2742897.8596,104795.5204,5934.3519
PF3D7_0202600,31494.7785,24419.3338,33660.3454,12485.3722,31206.7342,26428.9789,12070.8508,15416.928,24356.8004,39654.1041,33433.9085,34384.8916,2593.7296,14917.3173,9499.2773,26026.2055,31179.7456,35936.1726,23884.109,18678.0669,25596.645,6112.5112,7117.7032,11037.6943,80.1301,3586.5212
PF3D7_0202700,37505.103,20796.7157,42580.8551,1180.4275,8672.3982,6669.0016,10531.8049,16225.3917,34878.9173,20948.9539,26720.2801,29138.5082,1394.3401,15329.5376,6945.5783,10418.2209,16460.3822,22646.8221,21731.7583,12074.1793,19453.4805,1297.8759,733.2128,2142.5825,12414.6335,31284.7408
PF3D7_0202800,37929.452,24918.7025,33515.2508,220.8401,451.104,845.7481,10089.2002,18710.3808,26147.4554,16228.2592,22362.701,26899.7208,1375.3836,18439.7653,7717.8247,1446.7113,8950.5491,12713.9657,22391.8472,16067.9271,21070.8491,1085.5759,369.12,1224.4406,24120.6189,70679.1364
PF3D7_0202900,36869.1746,19417.4395,30828.2593,307.8653,510.6193,736.892,11426.757,16307.2164,25925.7458,14637.9709,21925.1506,23504.9844,560.6354,18329.9313,6957.1876,950.6841,9058.4099,10209.9909,18516.0097,10872.0281,18457.3002,1072.6899,428.8142,1549.3432,17092.6825,52700.7982
PF3D7_0203000,24927.2752,24044.2116,12603.0739,761.6849,774.9936,637.5987,29847.8829,18623.9969,25902.8503,13008.1318,9320.1548,14463.4294,4966.1292,16955.3241,15118.2218,1524.4412,3415.2492,5918.4407,33479.782,11454.0056,36973.8081,4889.2451,965.2659,2135.4584,10435.6843,19181.1514
PF3D7_0203100,7803.9917,8331.6496,13284.9409,582.8945,1882.672,1429.6384,26269.276,32696.5822,18868.2768,3026.3176,3216.172,3796.1147,6073.9965,25920.5783,12553.9218,1264.2654,2979.2254,3764.8416,21036.1688,4845.2692,23723.5026,3805.7814,789.3398,2174.7902,6682.4826,38819.7832
PF3D7_0203200,18889.905,18270.6535,23969.5767,29078.9635,23609.646,21427.386,15331.1628,15298.8088,22778.1218,11547.0409,13938.5212,17509.3059,2883.8008,17613.8008,10080.6857,16361.734,16233.8898,14338.2114,23052.344,11818.6761,14523.4643,24606.0071,17800.6906,22671.9203,8394.9237,61756.4655
PF3D7_0203300,48248.0233,22122.06,49115.6247,13096.6518,16140.0766,14205.4209,16819.9523,12221.7819,34417.6162,24251.2874,26468.29,36167.6236,1496.4422,10685.7743,8745.5792,19116.6338,20113.3708,15501.7168,34359.91,13979.5878,16991.5241,5150.8811,4381.6198,6283.4504,57534.1973,339606.42
PF3D7_0203400,115094.239,56351.2982,90521.9588,686.3073,2486.278,4076.3627,27383.5274,32213.6125,57455.6851,78090.8743,89086.4864,93112.9062,3291.1245,22406.7013,13943.7897,11050.68,37447.8938,35547.4198,57211.0118,51642.2216,39222.3715,2035.8275,916.1017,3156.1196,300109.4853,89955.9819
PF3D7_0203600,12500.4693,8360.5424,17445.4884,1196.3491,2067.7885,1527.2138,3727.6814,3549.3831,10186.1063,9330.9604,12319.2041,11408.0805,1307.161,3421.6856,3296.4555,2985.6069,4844.4999,4547.082,8671.8936,6016.8813,9559.0556,2752.1229,428.4902,1681.6358,5441.3419,13761.0441
PF3D7_0203700,28561.7543,25536.2742,55431.8938,121009.9065,108104.258,109685.0196,26785.9087,27386.6067,24914.7897,58299.2739,48882.2238,29345.5331,57362.4646,48429.8048,30970.4181,122861.7496,81316.9593,73117.7565,12580.6851,43815.9826,32213.5297,140742.982,119973.2081,104997.7284,36039.18,21680.0079
PF3D7_0203800,15604.5193,10201.7821,16822.8021,531.0023,326.4875,626.2813,3130.2107,4849.1865,11254.4075,13524.5804,19596.2601,13735.5887,1437.8532,5437.8829,3615.3336,2199.8844,8783.0268,11510.6372,8083.7861,6524.9241,10456.914,723.9768,96.4713,1406.2569,17661.529,213308.1601
PF3D7_0203900,31556.983,22712.3203,54276.0237,649.8221,9670.0106,9972.7574,7736.3964,9517.1813,37607.4779,53019.8083,48609.0649,48289.5569,960.6043,7562.8614,9708.7466,22802.376,47284.9426,51960.7113,14314.0998,24297.8575,32446.7686,1457.8486,319.4518,2238.7641,3718.6207,10660.4546
PF3D7_0204000,15543.0684,8460.1507,16504.2983,151.504,2785.2578,1643.9359,3304.4785,5112.9363,10566.0729,12116.8029,14860.7127,15337.5027,331.0741,4781.7857,2980.0751,6075.2682,7647.2322,11076.3768,5844.5113,8474.7932,11863.345,282.4887,348.1901,544.2311,2947.7479,13834.3428
PF3D7_0204100,57987.6319,48546.8034,30489.6547,957.3232,1443.0108,1749.6384,35588.002,36805.1492,67572.9163,11448.7386,28904.1021,50787.1424,3223.125,24659.2701,18919.7806,2673.8409,5909.3842,8723.1651,76396.4975,16209.286,70379.2064,4453.0387,1360.5539,3372.8215,22199.8635,49546.6616
PF3D7_0204200,94940.7192,97256.7732,84915.2449,118779.1195,126550.687,140846.6221,332055.4322,242703.5767,109218.6924,99617.1105,99092.1011,88041.9211,104619.4044,162223.8653,179093.834,128723.5045,93499.6569,90846.6131,150325.0421,69517.0103,110990.3989,103544.9406,94011.3392,103687.8562,170969.3769,555827.0929
