Gene,D4F1,D4F2,D4M1,D4M2,D4M3,D6F1,D6F2,D6F3,D6F4,D6M1,D6M2,D10F1,D10F2,D10F3,D10M1,D11F1
PF3D7_0202600,152913.1116,23488.9749,19670.1064,30749.0018,26947.5954,89247.5347,121919.6445,101578.8327,36229.5292,25860.2282,0,62753.6824,183366.9813,178518.1816,15994.6008,0
PF3D7_0202700,13621.5855,75815.9947,20423.2699,17849.1966,144965.7951,57613.3327,18733.0104,45128.7841,137107.7766,74306.6925,110594.0171,39530.5325,8356.9322,44404.6408,46932.9113,100309.1489
PF3D7_0202800,23834.5423,41432.2729,52400.097,19144.175,118896.3773,13595.7085,20936.7035,24387.1422,10935.0403,57233.8319,189056.8404,24557.0596,21504.3054,18470.703,40461.841,4479.7018
PF3D7_0202900,251940.108,406842.9419,69978.613,123871.9929,45688.183,220419.7595,209854.2771,240319.1399,886205.9797,83817.3191,308308.5234,193449.9446,275824.507,280862.2604,110708.4385,589804.828
PF3D7_0203000,4813.0062,5963.0951,9904.9023,9442.5716,3868.4948,7687.223,5117.0427,6040.8364,6999.4417,6976.5036,752.7863,6347.401,4337.3731,3029.447,8015.5614,0
PF3D7_0203100,24964.2396,20251.4939,10214.919,16790.2194,7134.3007,12404.7188,33869.7723,24067.2118,11294.8599,9664.114,16269.0565,18862.0685,24279.7781,28738.6586,23458.3113,0
PF3D7_0203200,12630.9107,33695.8326,4510.7333,13095.34,88942.12,30406.8878,13877.5912,12661.5351,39799.1458,2493.581,86538.0589,11769.004,30322.7479,18920.5392,21054.5224,0
PF3D7_0203300,81216.8959,64237.662,78621.7344,52100.7186,11786.4452,203764.9839,107330.0773,69319.1634,19193.1712,55316.4504,0,500399.7909,275890.4818,212594.8347,56665.8291,69454.4502
PF3D7_0203400,7009.1499,18208.4228,37938.6589,18753.216,2100.0038,17213.5916,9095.141,9222.9037,2493.5081,23612.8358,29882.4106,30284.2313,8033.3976,12171.6754,42322.5074,0
PF3D7_0203600,2635.0618,6218.5169,28065.4327,5463.9021,470.6563,4208.6602,1463.4796,5032.8231,25547.3895,17947.2834,74185.4225,6515.8577,1751.7973,3928.2277,6399.7813,0
PF3D7_0203700,83657.9056,55978.2035,51240.6813,59772.6603,3987.5587,96783.7891,81479.7442,72444.1014,29374.8253,10861.1017,0,57833.3271,47588.0446,50978.4493,22407.6997,0
PF3D7_0203800,611290.4224,23363.3718,26024.5619,34349.7522,4927.3597,191404.7248,416147.6446,398932.919,14020.0182,45224.7093,21573.7901,173105.5624,891878.8176,737598.6821,192509.5284,0
PF3D7_0203900,54175.2638,21731.6411,95752.0143,53112.1262,6315.981,51771.6767,67568.1695,70352.1486,11427.7887,46573.4463,29958.1582,49792.0357,42227.8282,54667.329,41407.3843,0
PF3D7_0204000,11320.1489,4134.3974,23192.4462,13971.8838,625.8342,1243.6173,11490.6462,15615.067,2264.6999,54052.2938,0,4813.4281,9490.0426,14315.9447,48222.3303,0
PF3D7_0204100,36768.2442,16201.1951,56853.3475,54340.085,2375.7779,49798.8543,51268.8823,65443.3749,2599.9608,46158.8601,7046.5351,39964.0076,22249.42,27717.8159,27019.9145,4516.0774
PF3D7_0204200,44202.486,36520.5105,45541.5307,27198.6005,37132.8285,54719.1599,48927.913,45251.8268,18683.7744,37122.7075,0,105895.4172,46932.5741,56103.0264,92392.364,0
PF3D7_0204300,9504.5137,3930.7172,27990.5854,5410.0325,6058.2083,7739.0229,9034.3885,4131.4826,3229.6949,35963.7785,3789.2944,33947.7923,7695.2381,7022.7058,11768.1285,0
PF3D7_0204400,3617.1177,1155.928,0,1250.0388,0,0,0,0,0,1368.6678,0,0,1157.8046,0,1359.5683,0
PF3D7_0204500,3406.5976,0,5496.2416,16334.8325,2471.8795,0,1756.8392,1510.4176,0,22235.4204,0,9125.6484,3271.2574,7335.463,0,0
PF3D7_0204600,7287.0592,6760.8492,12550.0162,8407.9828,1091.634,4067.2959,7758.5714,14070.2096,185.1696,5470.1739,14338.7231,4407.8981,4401.6864,2404.3125,1192.7866,0
PF3D7_0204700,114377.7069,174514.0473,186177.1204,212523.1632,176189.5042,212317.159,126564.2663,126466.7302,203563.1663,278353.6543,54732.7775,213334.9223,100469.4677,104771.9934,48794.6539,93816.7624
PF3D7_0204800,27968.5285,142277.5168,55254.7694,54739.0663,12259.4704,75058.9173,49158.7907,39985.8946,120949.7329,62201.583,0,30580.6301,19731.9461,25810.685,53742.7224,0
PF3D7_0204900,130028.613,57737.4224,230868.9152,154676.3579,11123.4577,153937.2935,97410.4595,107414.9629,170353.6751,224123.7153,469632.0473,496818.2221,87403.9081,140732.8229,544044.0869,152164.1583
PF3D7_0205000,28902.6949,89677.82,100200.8255,38955.0536,2440.406,63648.5999,24661.996,31920.7001,10762.87,40564.0425,62774.3377,30970.0015,12867.9603,23480.1274,58071.2766,35951.6914
PF3D7_0205100,22140.0502,29100.15,83802.9277,47574.2722,414.5848,22243.5744,29834.1114,19791.245,10689.3083,102759.3956,39934.4971,6696.1912,15259.5176,23644.9679,169724.3438,0
PF3D7_0205200,23555.3759,65239.4467,28253.8505,10853.9955,2430.8825,3622.8694,16197.2005,14853.6673,152566.2058,2376.8085,266082.4029,44871.4807,28651.4274,15216.6129,1180.5032,0
PF3D7_0205300,3345.5284,6414.8146,39501.4375,6286.7306,1213.7834,10130.1981,9489.3965,5562.5276,329.4229,36790.281,0,32487.4504,6826.8056,10130.5717,37017.2405,0
PF3D7_0205400,20030.7938,9797.8656,39572.9396,19283.932,1661.103,31122.1736,19606.3255,14318.7584,37354.1763,62877.9018,20779.7686,30662.1785,30618.9691,22006.3891,37107.1507,0
PF3D7_0205500,32384.906,8391.3205,24648.7241,27223.5205,6097.0339,18173.4478,29791.7513,34926.866,0,60607.6463,71186.8093,30480.8565,52530.897,53243.4352,35037.1618,0
PF3D7_0205600,25431.9922,8006.0381,107563.5181,30302.4971,3305.1661,28898.3749,39151.3512,37362.3982,4784.1486,119139.9411,0,31521.739,20047.589,15529.8006,162434.0256,3246.0804
PF3D7_0205700,32831.7013,30924.0203,2703.4654,3284.4552,52160.2394,3986.5176,22278.758,21707.692,47641.6646,0,36598.8276,21601.7763,34292.8914,19534.657,5195.9883,0
PF3D7_0205800,78630.7329,70950.0614,40458.2277,14822.1686,34660.5546,11640.8814,36431.0074,30575.3021,197413.1474,36276.1322,232978.499,29286.4655,60566.9715,71982.1053,8534.5941,287669.882
PF3D7_0205900,108274.3536,87588.254,68046.9708,94480.737,40610.2816,74061.769,111677.7811,112542.7897,193967.445,94695.7852,166108.9159,131307.1792,151263.2079,150394.2962,49044.174,131854.351
PF3D7_0206000,17301.3714,16587.0792,55943.7898,43518.894,9700.9268,59191.8985,22509.3011,28592.221,7898.5456,42069.3573,33479.6794,44240.5012,16708.4056,13018.1621,13080.0534,0
PF3D7_0206100,2496.8211,51864.3481,28971.9157,10354.5097,68443.1986,3840.1667,6009.0441,3936.145,59004.8596,157.4605,27499.0798,16349.7268,8658.0914,4480.3597,23149.2161,0
PF3D7_0206200,124941.9001,48692.5355,86294.6448,77932.1808,161094.2856,129358.7989,120277.9617,149526.191,24005.0904,219315.9281,598962.4708,117551.896,116661.6344,91210.6915,108127.1205,159835.9655
PF3D7_0206500,72406.3405,5264.7743,29593.1074,27834.4501,3069.7032,30264.9679,54753.046,52303.5041,8331.2284,18701.1488,0,71918.9649,88669.9238,84635.5462,67197.6165,0
PF3D7_0206600,2618.3284,2928.6016,17409.8111,4071.9036,3293.1587,0,3600.8416,1547.8862,1031.272,743.0547,33273.8263,0,838.1017,1644.4384,4182.6491,0
PF3D7_0206700,92933.6562,123934.0449,350159.1193,143192.5633,35793360.0447,62317.2627,22056.5713,26804.5933,45849.315,59500.3406,905573.2245,87004.0463,30725.0178,29428.6818,9065.1467,417996.3212
PF3D7_0206800,199295.1351,411079.2618,302442.0946,207122.5628,370839.6311,311213.2679,172597.2261,122897.1748,425053.1989,142739.2284,676734.121,557535.8705,169016.5966,186907.7514,73339.7774,447709.394
PF3D7_0206900,0,1165.0916,17111.7416,2834.8842,77599.6593,0,1253.464,0,0,0,1544.3628,3255.4691,0,0,342.5866,0
PF3D7_0207000,35162.0583,76356.0471,71581.5295,36894.1576,253542.8153,42514.7232,39544.4877,34936.9778,9677.7253,41597.6668,10767.2508,48798.621,19120.0022,13683.4042,477.7007,3622.8461
PF3D7_0207100,54230.4763,50149.0194,62849.096,54578.4736,155801.1661,46266.2037,53435.7105,57796.2302,80830.671,31776.0709,22087.2015,44320.7202,66759.9388,65854.6591,43813.8405,1429.1651
PF3D7_0207200,98612.921,151131.1091,106587.1937,98574.3711,177682.2142,114974.7925,118847.0475,120982.6554,183203.8556,117558.4651,276687.1364,128769.0302,159182.8752,183422.8179,183335.7249,84633.3131
PF3D7_0207300,1269.9151,0,0,2194.3482,76174.8422,35156.8395,0,2627.5903,11003.8955,1441.5554,81766.5451,20411.2135,5690.8264,1823.0145,0,0
PF3D7_0207400,262.7518,5289.9838,4624.6535,4494.8139,21048.5017,3637.0629,3658.6478,698.9934,413.9565,19834.6237,25376.8599,7038.6367,1261.5647,1414.4655,8888.4607,0
PF3D7_0207500,3625.2643,2780.4754,0,4259.7043,22727.9297,0,0,321.474,190.3827,5761.3516,3685.6009,2589.711,580.2061,260.2107,545.0522,0
PF3D7_0207600,7033.0311,4927.336,23963.951,27483.8378,218420.1809,4680.4149,0,959.4788,639.2482,307.0618,44000.5184,7970.8524,1168.8952,1601.8011,610.0407,0
PF3D7_0207700,2596.157,1659.316,1692.3911,5682.3001,550407.8219,998.2369,148.7646,0,0,0,239742.3909,0,0,0,162.6365,0
PF3D7_0207800,5427.811,0,0,3517.1173,63173.5875,939.1606,1119.6851,1804.9375,427.5666,0,0,2181.0161,1042.4341,1460.9704,0,0
PF3D7_0207900,9353.7086,14447.7002,1067.0669,8081.3647,392601.4953,8092.2447,5627.8408,8755.3018,42776.6448,3539.3153,52169.5462,68210.3547,6237.567,6993.5558,0,0
PF3D7_0208000,16118.634,10893.2192,1860.3383,12464.9893,11964.3593,22860.3864,21531.1222,23548.9012,11031.9774,41993.5993,0,48133.8064,28799.7118,20199.1665,33073.5661,2259.7068
PF3D7_0208100,20075.7348,11844.2475,31671.4975,42393.5386,6781.8153,28346.8792,38781.9342,35426.1057,12587.9878,36584.5877,15699.894,26260.0781,38491.8225,54145.0528,33312.9111,0
PF3D7_0208200,11892.8874,30622.2083,7176.853,26774.1054,5917.4822,11758.8384,12617.1986,17777.7773,11242.1053,77530.3931,0,18205.0616,20230.4169,17926.3571,54025.4039,0
PF3D7_0208300,7440.5898,16354.6311,17780.8398,14111.2955,13695.04,30772.6395,8423.2017,13276.5014,34166.501,15553.4639,90404.1176,47156.1281,8887.6627,8792.507,32639.5261,93116.8872
PF3D7_0208400,11787.5121,29643.4652,42814.6178,31258.5604,6395.5583,45095.8853,14785.146,16808.3561,30889.1644,40747.2558,17764.7751,42525.2393,12570.5775,12053.3449,40476.3505,49641.951
PF3D7_0208500,19506.4368,2579.4632,31833.6435,11855.2573,3644.292,7758.9661,29369.9759,17098.7094,21547.5362,25451.6159,0,16817.4297,28635.4634,29450.6732,252.824,0
PF3D7_0208600,71555.5256,51267.9015,65735.7801,49897.7284,10938.6826,52872.9165,67238.4972,90775.5934,37310.3133,38156.4054,0,27285.9918,45971.4908,49898.2078,4307.1279,0
PF3D7_0208700,54850.1111,59298.6647,51693.8519,40532.7972,57921.8219,38366.1676,49652.9188,57694.0083,81817.9806,52327.9132,167585.6135,93787.2507,52670.9794,65022.9563,9211.6482,164671.063
PF3D7_0208800,8844.0514,17985.5925,15723.5138,8891.3849,0,11129.1943,18520.5252,18061.6365,20689.1424,4259.141,0,33024.6365,15441.2499,19332.5358,13901.2802,0
PF3D7_0208900,1568.4109,13806.3201,19742.0144,3547.8114,2234.742,11841.9596,1911.8407,3919.5396,21789.5368,52764.453,724.7793,18333.7501,3765.2494,4605.3764,126532.3442,168267.387
PF3D7_0209000,79450.4942,91309.216,152716.4872,156403.5134,2824.8744,99322.9522,129272.7977,128974.0031,25816.636,169104.2575,23474.5998,51878.1074,47493.0259,80141.0367,241443.2237,2547.8952
PF3D7_0209100,33878.1498,32013.2679,90155.8732,71592.1016,1505.5314,54972.392,38955.6536,35935.1609,15833.3998,82434.3236,80749.1764,45159.5529,41715.9438,39441.9647,183147.4043,0
PF3D7_0209200,7287.4583,3056.6346,3206.6358,9444.266,10840.1777,9456.9809,3993.1553,6664.1725,8969.644,6721.344,158593.4696,4880.4401,1749.484,2942.2804,4365.5069,0
PF3D7_0209300,44369.238,100041.7596,97858.0454,84334.5476,25279.037,42650.5494,21186.9965,29872.9598,134626.5266,93270.6229,162888.883,55026.4019,13807.6618,29193.0085,48178.2701,597256.4204
PF3D7_0209400,7423.5783,17436.8795,7404.1379,20010.9982,10126.9251,5137.9331,7082.6568,9874.4005,18712.9547,24648.8027,48112.963,35795.5214,19247.3497,15186.007,22392.198,0
PF3D7_0209500,16268.6209,11229.8157,0,11806.7643,1511.0094,18015.4817,24834.3978,17600.1658,0,19944.8678,0,31378.0632,7811.1437,5605.0233,0,0
PF3D7_0209600,3430.9441,33666.9184,3789.0208,2929.3744,135548.4424,4888.8637,3434.7082,3668.8062,34498.7656,6643.8435,32315.7254,10272.147,4941.955,4128.5261,7623.7594,84569.6431
PF3D7_0209700,70750.2088,47653.4219,68201.402,88105.0885,707380.4375,59648.1025,67185.8101,57406.5874,5683.7454,92143.5012,94748.9916,100937.7841,40032.2719,34957.8519,81360.7924,0
PF3D7_0209800,106683.7683,21082.6408,130586.4168,98744.7575,22425.5806,112092.2425,122604.1207,67328.8181,6086.3419,110308.3322,16616.3339,195831.2078,165225.2222,131498.992,104381.0349,5082.6193
PF3D7_0210000,319452.5674,238581.2509,71965.5918,68618.4953,152142.5557,342027.4763,306738.9242,289929.3702,369123.2739,103679.9619,266902.9695,361686.3674,299134.428,305460.8054,42290.8477,67919.4269
PF3D7_0210100,29884.9509,31982.6702,23649.6313,18013.8364,9682.5953,52911.7265,22580.6179,45297.853,10949.4721,11045.0782,1766.4149,14894.1929,45048.6464,48637.8256,49372.4057,0
PF3D7_0210200,18299.9991,18006.1751,83490.5354,42751.3833,8875.8029,21248.2329,39923.5944,28718.7775,7112.9186,100177.0231,41309.4946,26768.7733,18902.4945,26443.2208,292966.9094,1029.5825
PF3D7_0210300,81261.8256,751144.0018,265499.0156,173970.2905,888546.3484,176760.9684,96443.0083,105937.1937,739886.2424,521364.4359,1526755.0781,540538.5026,116948.7382,175436.4572,896563.6233,1494548.0188
PF3D7_0210400,2844.4751,20452.801,15436.7603,5898.1288,3715.1906,4921.7245,8801.6596,7567.1019,44253.5723,403.6164,1807.3854,0,6145.8016,10718.8177,0,0
PF3D7_0210500,2411.4118,8785.0525,5376.0991,6375.1979,5459.243,15020.6609,1741.0474,3742.1019,3229.2331,2189.8685,0,13565.4301,926.2437,2855.8853,543.8273,0
PF3D7_0210600,100267.7478,13907.9047,5757.4944,22117.9828,29226.1663,186041.1879,87136.4304,62806.9456,4705.4431,36567.647,0,179446.8945,114107.0504,86592.7347,37286.7687,0
PF3D7_0210700,24388.1418,3463.8919,1589.822,13578.9148,6816.3949,9377.3767,47048.6863,54066.083,12807.5644,2050.6975,2295.7446,33875.5129,52476.4205,26257.6233,3055.5954,0
PF3D7_0210800,2040.9349,6957.0643,13570.6019,5407.5009,263.2771,18834.0212,4210.1768,5228.3685,6788.1174,21623.3314,0,9719.6255,2830.8958,1464.9223,511.4183,0
PF3D7_0210900,24020.4813,46527.5528,40264.8374,37355.5452,13090.0077,89909.7223,34887.9855,26299.4816,10812.4162,47578.2438,39869.8164,108995.0098,44484.7666,30611.9026,40352.2852,0
PF3D7_0211100,7263.7423,11249.3068,9834.4623,4055.0595,1946.0983,9667.902,3457.8767,7308.2818,0,5391.2897,0,2993.5738,2414.4792,1503.9513,16696.3907,0
PF3D7_0211200,4594.2188,4404.5451,16172.4274,2721.797,380.9869,27254.6141,6092.525,2618.9809,1551.0078,23840.7699,20017.2083,1758.1524,7878.0281,1413.2543,0,0
PF3D7_0211300,30767.0179,28292.8419,44574.5517,35478.7199,8383.2729,60840.4639,24933.9584,15868.6643,18795.4192,21382.9316,0,31958.4584,14772.3399,9802.4363,4956.1793,0
PF3D7_0211400,37446.7849,124608.0104,20923.6538,48478.2405,100751.9089,58965.2771,52315.9208,30746.5908,68672.7602,21591.3915,1007.1435,47768.1187,42427.8941,35197.6265,16085.8819,481199.0515
PF3D7_0211500,9186.8767,11743.4584,31441.0449,18520.1944,5481.0474,22960.6351,11712.9577,9617.4626,2814.3138,8400.7885,0,14355.8059,10904.8396,9891.1,287.7564,0
PF3D7_0211600,641.7932,223967.957,31629.0894,31938.7905,565540.005,66628.7292,14563.2724,3414.7,159757.5135,134050.8598,1030910.1711,147855.152,22802.9335,27639.6035,155594.135,241491.2957
PF3D7_0211700,11837.9087,73499.4332,38099.6038,14026.4913,66623.8783,10143.8822,10233.1546,10897.2866,52575.8726,45048.9857,80232.8742,10268.5117,10284.9734,10196.2782,23773.1616,0
PF3D7_0211800,145628.9916,389532.5213,230599.5875,213727.2407,99060.3977,187966.1334,123076.7745,140895.0487,319724.5863,199539.6539,576123.0187,145504.8078,147030.5679,130775.3132,213886.8077,680295.1287
PF3D7_0211900,35333.5621,59917.2863,46013.4537,47008.5016,11855.9884,26857.7778,25911.2048,25717.9206,66928.9089,49151.1684,139118.4547,10942.4409,17062.9632,18911.0861,32012.2181,10479.6375
PF3D7_0212000,22242.5245,103304.0738,97436.8264,47401.8631,180475.6667,61577.0991,25745.6653,23449.3891,175990.447,114741.7694,253764.908,95333.8115,30851.6789,28470.9559,40408.1734,0
PF3D7_0212100,25313.2092,13222.5114,42333.1212,48215.6426,585.8122,19207.4543,40334.3296,25727.9981,7684.5386,57946.3481,427.4835,22077.4894,28991.3904,26891.428,58130.0687,86300.9646
PF3D7_0212200,3136.1273,48106.4225,14719.5985,9754.3213,19418.6421,0,6738.9716,6720.7328,28409.9601,21656.6845,14613.1471,5600.7389,6023.0652,10410.9622,28290.6759,4469.8827
PF3D7_0212300,133631.5323,46614.088,90301.887,99213.0367,37392.795,114671.9207,114354.261,101197.9764,23907.4535,30936.2371,48013.8593,108678.1759,202074.49,153711.2933,41381.4922,0
PF3D7_0212400,25835.8561,101732.0603,18523.577,35687.0823,10289.2598,33407.5528,35625.8386,30839.3161,114568.2486,13922.8465,26346.298,28192.5402,39588.7033,42597.7224,29132.8186,59549.2141
PF3D7_0212500,7124.3747,7929.3624,9945.1225,16513.1233,5989.5541,8218.0856,13683.0746,9694.2665,1935.2089,19846.4141,4578.8753,14478.1921,8885.8674,10491.8281,29825.6333,0
PF3D7_0212600,12984.9738,120007.2554,26816.1256,18847.3905,44020.0338,12581.8433,8303.7439,10823.6844,98195.4597,6485.6039,0,32001.6081,16459.2064,15657.9825,585.6804,0
PF3D7_0212700,83319.788,10307.0847,3153.7608,10101.2842,32374.3464,51155.7331,45048.5695,56307.2694,17467.0477,0,0,70199.4929,82590.5433,48470.5532,1515.361,0
PF3D7_0212800,60670.7891,33450.0831,13191.8463,22407.4424,434104.187,61041.0308,46683.4956,55777.1339,36035.1558,20793.3173,67001.2409,63867.9996,69707.7412,66782.3945,16830.0606,0
PF3D7_0212900,26463.3376,21691.0579,105955.4081,73093.8542,50658.6385,32157.0583,42297.0945,41738.3647,53467.7236,87368.5168,2053.7234,23810.5208,22502.211,22184.5281,64919.8981,165843.4199
PF3D7_0213000,52574.2619,66154.8801,61690.0992,25306.9973,17166.911,0,42848.8932,47245.1476,61751.9574,49555.8325,59653.2071,11317.2411,51161.6927,41189.78,264.6579,0
PF3D7_0213100,161401.0521,83503.3475,91667.4699,82380.6279,114204.5279,185077.1677,138104.8235,167006.2617,69212.8256,56807.7529,118453.5582,144291.802,119405.5527,126474.0631,80983.6125,0
PF3D7_0213200,174716.9583,151531.4807,47117.4621,20815.7338,204331.5406,50261.5445,121167.3537,153795.6222,252378.3585,16487.2163,312689.1932,162496.1191,137009.9479,181670.9766,24566.4033,146125.3063
PF3D7_0213300,155244.9454,175988.0555,17847.0336,48394.7086,254523.8483,76228.9977,67079.3151,77204.0411,240451.6924,16670.1864,157295.5358,103968.1639,87129.6046,106159.8534,51452.2841,0
PF3D7_0213400,116638.9389,748008.3222,365091.1226,308038.7196,127181.2491,194181.1188,120955.5923,131105.4864,576611.2971,375740.3206,472718.3701,291342.4899,135314.1585,146283.657,375908.2527,285759.9703
PF3D7_0213500,45617.5492,156952.6984,118059.9131,92158.7012,101715.3363,67865.8299,47930.929,40640.8538,150790.3705,126312.2135,195042.5242,55961.2167,27429.4347,29376.8245,91099.7184,109376.2722
PF3D7_0213600,288788.5883,115346.1847,56298.3161,48607.1036,6079.2751,88074.1267,191418.1183,161113.4915,293053.7,80797.5293,45806.5144,146142.9297,234808.865,274477.3847,87606.6807,58317.4622
PF3D7_0213700,51981.771,82246.311,28151.4814,34672.4856,10128.6769,40254.1048,47241.8347,51252.8885,345335.6686,66847.7379,1847.7945,83744.517,52360.0648,51269.9664,2459.3817,0
PF3D7_0213800,129527.8609,28676.6799,25383.3395,32949.6292,0,53603.6804,92279.9687,94966.8461,2945.2935,8791.766,1357.5633,68680.8378,167210.264,144920.1231,84020.5087,4567.7796
PF3D7_0213900,11387.9627,9780.5358,8769.1528,29762.6971,0,30377.4759,14682.4059,16725.4617,0,18313.4589,0,24786.3343,8999.0316,8684.812,8828.3265,0
PF3D7_0214000,135594.3017,175494.9395,235121.7767,240157.508,89862.2328,84722.2451,127813.2897,127587.606,102955.0155,277699.2841,342713.0142,122086.3767,123154.401,116790.6643,101082.3997,0
PF3D7_0214100,37340.1583,29148.9539,67338.4052,81169.5111,2426.793,60498.776,57133.8296,47266.4138,12274.5774,58673.1183,23182.6708,42759.8115,37498.9673,31507.288,39748.1721,1625.0521
PF3D7_0214200,10578.7134,281439.6151,76417.246,58608.5662,280944.4092,59488.2751,30346.8806,10846.529,170309.8301,219906.0382,299117.2792,134607.5303,17142.3561,16016.6649,120777.9157,0
PF3D7_0214300,3531.0051,11543.0675,42994.6585,39549.0484,873.6517,16425.8375,16538.2463,9393.4642,2644.695,28846.2721,0,25120.3925,5336.2188,4674.1912,42165.8322,13860.5426
PF3D7_0214400,78746.2477,59481.0556,70646.1834,74790.6386,1704.8611,64791.4813,74973.6991,50621.9829,28340.5153,57509.3323,50385.4294,83591.938,90071.4924,84387.3121,87139.3509,0
PF3D7_0214500,0,3759.2298,0,2371.4195,76251.9119,2261.5354,0,1738.544,514.7986,10385.8713,9965.9365,3501.3145,2510.2219,0,0,5588.7145
PF3D7_0214600,8457.6801,38920.8113,54252.0477,22213.9459,94264.6656,15052.2311,13459.166,7642.7899,36674.8961,74154.836,104000.2306,70343.254,11989.1264,12661.6853,93644.068,67505.8989
PF3D7_0214700,14369.5142,4888.352,87840.5817,24028.8237,60273.2842,20853.0174,20797.4853,6987.7201,17891.8631,33149.5478,70687.1178,81953.4468,10682.8103,6986.9097,18293.9751,0
PF3D7_0214800,6167.1163,9491.1266,36563.0196,25912.0264,158837.3227,30327.5595,8620.7877,12664.4812,1917.648,51031.1057,1649.9363,19129.0814,4519.5003,4805.161,33855.5536,0
PF3D7_0214900,9079.6341,13863.1662,52677.8611,38351.2376,7222.7528,5818.6167,10579.0239,13419.0968,15496.7114,48861.9978,427.3495,10810.0755,5651.1458,6517.0911,27776.138,34509.5678
PF3D7_0215000,43989.0892,69646.6754,149708.82,172207.251,3178.6713,116854.3318,60527.1299,75668.6054,16822.5909,107328.3255,35257.3893,59652.7754,29621.6,30853.489,68126.4203,0
PF3D7_0215100,9541.7354,135105.9993,6889.9534,28155.7988,13421.1897,16509.8274,10220.1898,13179.9945,64756.1668,30827.791,87677.9737,35391.5364,13920.1847,10470.7212,80281.485,84736.6858
PF3D7_0215200,22662.0404,10178.1481,8624.2396,4656.7275,2370.2954,19782.4111,13266.5426,13759.2832,321.6512,0,0,18595.0711,12547.2886,10990.6338,20259.0162,0
