Gene,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M
PF3D7_0805900,113258.656,191636.019,211766.852,7638.046200000001,6547.817,8620.489,15500.114,16610.139,19068.057,21539.736,9855.293,8508.306,15180.428,7102.219,439.686
PF3D7_0806000,43910.093,25070.593,29076.583,5605.82555,11087.159,19778.502,18799.563,19233.289,17247.262,12912.874,7228.667,26479.261,21053.114,19073.978,13179.778
PF3D7_0806100,9372.039,11729.954,26801.371,7414.0234,7987.471,13571.423,12708.795,14498.219,23508.908,19292.736,10634.811,1410.64,1432.932,4615.677,0.0
PF3D7_0806200,196.768,1850.269,7935.876,18799.95025,2074.29,522.079,766.738,15932.213,31173.881,28200.838,32999.2,21058.404,22824.735,9016.454,49285.4409
PF3D7_0806300,0.0,273.395,1872.867,34348.12485,2075.146,350.16,196.058,22727.583,71382.307,59633.618,48516.869,25613.373,22456.517,14828.358,4336.9741
PF3D7_0806400,0.0,13339.152,18545.631,22360.471149999998,6511.53,6981.689,7060.289,17016.615,30690.226,22098.822,32458.81,92333.309,100696.967,71814.163,129481.7192
PF3D7_0806500,15014.23,29954.185,27083.195,96120.63579999999,48018.13,53941.666,48577.128,48813.618,58780.324,69111.574,127775.7,111779.887,98092.707,81443.23,36661.6178
PF3D7_0806600,1173.286,1875.321,2322.694,4826.6326,20481.264,11906.487,2647.349,7484.164,7171.305,8345.291,5304.417,16703.203,10537.033,12354.822,44291.855
PF3D7_0806700,26571.057,23039.337,29501.356,11430.705,40502.242,22284.483,21373.91,32519.557,32483.464,29048.926,16499.938,18539.461,15904.324,14137.009,38109.1568
PF3D7_0806800,35475.366,55507.151,60582.454,264914.70464999997,205672.569,193304.151,143308.874,142524.939,138157.134,160687.969,260466.206,145988.545,158654.772,111403.949,185778.785
PF3D7_0806900,,,,7645.283800000001,4106.657,5018.411,8635.631,15426.45,15913.257,10810.149,9458.306,22297.282,19753.616,17308.761,3322.5596
PF3D7_0807000,16868.223,14960.37,8923.119,9070.289,12270.745,17147.389,20966.577,20155.684,20330.603,15207.072,10048.422,97809.067,101716.496,106561.116,78215.7183
PF3D7_0807100,29004.776,10138.796,11038.637,17211.3779,25079.899,32245.713,23038.968,22772.179,28331.119,29942.737,16937.712,56806.389,65536.128,61259.569,44493.6178
PF3D7_0807200,6357.748,41810.984,48679.954,24339.977,39317.944,66463.924,44530.934,38522.546,35004.112,23622.647,21642.307,32843.549,36144.574,41645.98,37878.3007
PF3D7_0807300,9463.354,12644.898,15097.305,26302.295449999998,42908.748,52121.953,54750.516,58277.537,42088.627,32806.517,26403.118,49246.731,47826.68,45508.493,803.4633
PF3D7_0807400,3179.163,21022.709,21389.037,15100.34435,1483.803,1364.888,7942.174,8527.248,14160.132,15142.153,21574.528,18910.32,11310.246,12620.415,220.0029
PF3D7_0807500,50906.184,67314.146,63017.087,47087.90755,56398.783,88755.059,150016.323,226291.05,169862.264,119097.8,79359.198,109019.734,93966.0,68689.369,10072.0194
PF3D7_0807600,41112.32,62320.523,59076.927,60394.0488,116077.361,118688.436,113824.285,120461.193,106174.739,112986.063,64768.344,161753.834,164114.672,157395.417,42055.8305
PF3D7_0807700,17756.347,1705.937,6021.599,39688.4787,3028.994,3824.467,2447.6,7357.078,41047.889,31957.24,35805.872,12876.544,30602.009,32220.052,48341.6382
PF3D7_0807800,88953.65,96881.771,134043.685,73449.64345,95975.577,120194.122,132954.332,164006.934,161597.221,154867.991,122351.633,128478.517,147665.008,133192.781,96832.9248
PF3D7_0807900,62840.006,78164.904,82858.508,36658.33955,76724.547,97704.969,90476.128,87699.078,76284.526,70807.486,53882.344,71111.133,75088.366,93331.19,10212.1546
PF3D7_0808000,57094.975,9290.898,8145.281,924.5925,410.579,1843.742,4938.986,3578.943,2478.02,1187.136,1223.799,3103.983,2760.982,2939.18,492.3767
PF3D7_0808100,1712.156,23799.854,24276.309,4961.1445,5604.711,8836.03,9544.163,13889.117,12295.539,9307.607,7766.786,6450.306,11468.339,7941.121,21104.9265
PF3D7_0808200,0.0,815.213,287.581,348103.43755000003,46269.56,8015.444,2882.642,5272.733,54126.835,104453.154,385280.755,33282.804,51015.527,60049.427,162734.5653
PF3D7_0808300,1544.522,3135.711,10476.816,117789.01795,74422.767,32918.243,20705.688,63773.175,97316.734,77448.425,136516.035,267850.399,241204.589,111807.557,186783.8418
PF3D7_0808400,61150.076,27821.517,47241.483,16954.59215,18284.083,13922.42,9766.407,23131.966,30152.626,26589.945,26457.806,44246.093,33800.863,20218.58,2060.8541
PF3D7_0808450,136759.212,74496.672,125251.819,12149.496749999998,8062.557,7197.428,14052.106,25242.399,25161.146,23738.329,16525.874,9287.607,14579.302,7071.074,0.0
PF3D7_0808600,0.0,323.674,725.01,847.5639000000001,1469.205,677.704,78.348,45.53,298.418,394.2,480.718,6145.4,5296.82,2723.169,11566.7276
PF3D7_0808700,0.0,80.082,435.795,2047.57505,557.994,292.361,141.944,566.328,1067.454,1306.724,1538.373,5901.169,3396.131,2460.656,11935.7449
PF3D7_0808800,0.0,0.0,0.0,3653.6228,306.418,3603.551,2918.376,491.749,1493.395,1747.414,2675.664,8905.697,22103.437,3238.467,52773.2741
PF3D7_0808900,0.0,0.0,0.0,5105.5396,274.349,21781.425,21265.246,1159.892,5623.173,4256.118,6181.287,0.0,1554.529,3806.906,542.1218
PF3D7_0809100,11079.857,4223.656,3946.228,15360.5651,3677.291,1652.439,3323.772,5995.539,13148.384,10916.007,12217.648,42370.495,40671.91,23836.778,62077.4811
PF3D7_0809200,5799.528,9746.32,13278.357,4643.67155,17313.911,25604.462,14677.901,12146.627,11040.095,8422.044,8351.81,53812.634,84429.158,114721.166,48410.3621
PF3D7_0809250,483599.729,251276.889,233734.259,282288.60555,16603.702,25703.844,206595.18,349369.482,445491.767,348189.707,429394.645,46550.253,60811.138,32712.335,137095.3845
PF3D7_0809400,6052.51,22126.635,24511.058,28325.86695,3490.862,7252.406,34292.311,36313.502,40864.545,39535.894,45035.955,33747.997,21811.005,14250.791,62072.4967
PF3D7_0809500,15606.568,35893.745,71328.626,14148.67575,29690.837,34352.379,33581.394,43350.682,38264.925,24483.691,28556.516,38549.843,36719.679,31508.828,50307.002
PF3D7_0809600,24111.412,22606.184,27414.252,1949.03855,485.649,977.599,7634.891,8494.287,5413.135,4749.979,3657.079,5450.102,10087.686,3692.632,33221.1303
PF3D7_0809700,0.0,2026.725,1816.368,15245.6015,1233.513,406.643,1218.772,7178.257,14098.404,13299.616,15836.631,763963.047,621371.115,393134.808,301067.5552
PF3D7_0809800,0.0,49.048,26.834,3204.4806499999995,908.701,1148.148,709.614,1948.907,3042.375,2914.614,4421.103,37936.092,43367.048,90143.247,85894.4691
PF3D7_0809900,52255.321,57440.404,59841.733,10039.22165,16749.432,5902.249,5727.165,17479.051,17398.007,15025.149,12335.232,31983.456,26908.21,15149.729,75851.0639
PF3D7_0810000,8150.664,11466.199,24395.666,14708.6662,60886.585,91920.556,97144.005,89308.725,38058.894,42500.437,26780.436,21678.697,26747.642,49569.22,50173.7624
PF3D7_0810100,18165.96,19506.61,28881.281,2374.9467999999997,1364.327,1323.107,7032.166,12154.672,8036.926,4285.344,5391.129,16384.451,9310.284,8203.573,0.0
PF3D7_0810200,8413.524,17070.382,20673.609,16737.5239,1739.71,5323.54,22289.198,21300.172,19056.235,16989.032,16918.507,32263.054,37515.936,22107.799,31602.3676
PF3D7_0810300,3894.988,7375.035,7302.425,212375.8352,19021.652,7381.532,13114.205,42515.287,106403.316,176702.262,291541.357,56622.857,56882.377,44402.908,87516.8649
PF3D7_0810400,20697.233,54362.839,118990.825,5476.6164499999995,1663.156,7845.589,10126.203,7817.814,7625.459,4776.298,7160.415,25930.635,26450.34,68813.136,111246.6196
PF3D7_0810500,33747.952,20500.746,14208.1,18848.2205,31037.048,38726.695,48804.374,47491.783,28458.192,26607.674,19084.754,84281.999,75427.818,207400.008,80789.4356
PF3D7_0810600,137040.29,108573.807,84981.669,60597.8013,160920.358,188601.681,328272.987,177911.167,112673.008,113922.152,65592.025,318743.758,310121.268,142610.736,190778.3508
PF3D7_0810700,6040.203,12701.07,17126.989,4822.51395,5268.101,20390.811,19865.935,19397.467,7098.883,7199.772,3916.978,13141.059,23927.21,9348.175,5302.1909
PF3D7_0810800,28101.78,54557.596,42530.085,13532.74955,18869.732,111131.16,121236.34,73846.668,43356.278,33452.447,19809.748,5997.557,8101.447,9813.949,382.7952
PF3D7_0810900,27833.577,299534.158,282681.077,22833.771,1733.227,638.017,4648.637,12024.265,28142.639,24490.158,37766.667,9180.247,11977.659,11229.348,3425.0346
PF3D7_0811000,1554.534,53742.599,80858.569,28507.1095,2662.367,1111.349,9104.264,28198.793,48632.832,42482.141,44576.014,23693.119,36868.09,40067.528,24166.6507
PF3D7_0811100,5655.377,12917.362,21985.554,13104.095650000001,2532.216,2610.82,8246.038,22168.531,30625.913,21258.197,21708.556,32411.205,32441.512,85830.269,55205.5619
PF3D7_0811200,289079.581,221787.394,252062.099,6256.654549999999,31503.122,33856.841,27739.338,26059.348,19263.41,13080.41,9840.206,12107.389,7670.412,7710.984,28095.9236
PF3D7_0811300,24210.204,43124.231,46637.32,351889.56875,310613.922,166080.446,105832.826,136027.535,165272.497,211326.375,158204.25,173183.253,124009.772,83624.762,253544.6978
PF3D7_0811400,27945.089,48199.55,48830.203,57208.829450000005,212867.203,244806.818,180504.748,137228.547,90635.327,69280.082,61620.903,16181.13,11183.335,13151.957,10914.0741
PF3D7_0811500,10570.585,14779.056,14764.583,11509.702850000001,43823.706,33037.648,36721.443,17898.165,13902.541,14074.826,11094.498,17586.224,12713.99,3354.42,27472.1388
PF3D7_0811600,691.008,3099.54,6203.906,30501.0815,6655.732,5981.063,8986.158,32197.176,48130.115,67506.273,70982.081,31114.766,15365.06,6519.024,25893.8653
PF3D7_0811700,1708.43,2111.044,2402.46,3950.2317000000003,400.928,219.388,426.016,1604.056,4637.923,4389.25,6246.105,1008.011,4431.16,4271.245,6233.6245
PF3D7_0811800,41208.668,137307.169,184671.144,1340.1594,4081.276,6181.917,9883.094,7815.353,5913.939,4092.459,4239.935,3209.87,1236.635,550.466,14646.3736
PF3D7_0811900,52620.6,87538.44,101507.915,17527.1971,2726.581,5259.116,18718.69,34904.17,45839.112,37406.329,26938.777,47317.982,32276.293,19947.883,11439.7204
PF3D7_0812000,11849.997,12974.005,15690.787,7707.40785,6179.679,9231.915,24003.285,16058.656,17310.038,14212.106,9316.658,16702.799,21332.775,24759.409,3822.5657
PF3D7_0812100,62081.178,50729.885,50517.476,8843.290799999999,19763.764,21587.052,24774.202,32588.072,26761.545,21105.203,15798.167,23433.996,18737.792,8937.534,10267.1325
PF3D7_0812200,3479.065,5698.977,6361.246,2189.9864,675.604,773.568,4602.517,9476.03,7610.355,5549.143,4160.076,14962.748,20296.962,6825.871,1004.3292
PF3D7_0812220,4227.951,10952.597,18803.145,7435.532099999999,2233.374,7150.382,24800.562,31326.679,24610.474,17041.135,11512.694,22911.329,7881.62,5185.179,39530.8883
PF3D7_0812300,6569.328,1010.999,2873.596,12868.807499999999,3015.306,1738.517,1857.156,3572.618,15870.445,10158.598,22667.277,3315.786,10369.121,10143.451,0.0
PF3D7_0812400,297420.894,174929.991,132490.061,85885.58455,119394.422,194584.183,260696.149,294179.305,198396.973,157645.435,112356.276,134750.648,117624.384,55171.513,31683.7051
PF3D7_0812500,42400.89,48587.711,43616.32,29008.74455,126619.04,74581.026,59517.593,54927.292,43507.306,41328.255,27048.641,9822.064,7573.383,5640.788,907.909
PF3D7_0812600,5205.227,13600.988,17348.244,12528.3762,19022.89,14527.57,23897.799,46868.743,44201.397,26762.215,20879.346,83888.579,101789.867,115885.223,29086.9179
PF3D7_0812700,9246.641,21488.209,29485.357,15967.763500000001,39531.294,44515.214,52814.595,46867.371,34700.303,27126.387,18983.061,57352.517,33009.203,19881.71,319.9407
PF3D7_0812800,0.0,0.0,2042.861,18798.11405,12393.97,13602.065,20006.849,66740.45,64387.533,46413.684,44388.999,1701.123,1091.242,883.284,0.0
PF3D7_0812900,1213.89,1829.955,4705.336,4612.3645,1128.579,511.744,368.17,1744.102,7001.358,2595.528,3789.547,25611.823,32894.231,28668.863,3490.9896
PF3D7_0813000,25617.945,10325.5,16544.934,275529.85970000003,129934.136,84123.827,56337.76,53953.272,63022.799,60230.11,136228.389,27666.301,19114.489,28733.257,63045.7555
PF3D7_0813100,18160.887,15047.313,27606.516,44920.64985,3628.468,647.276,1277.269,13177.615,50744.712,61862.889,65903.948,10380.586,19643.297,16092.31,1513.7812
PF3D7_0813200,14081.102,13308.515,13988.515,27683.82335,13531.351,15667.265,41146.496,51531.951,46377.073,47369.919,34120.087,23956.913,18951.165,31048.623,9376.9386
PF3D7_0813300,298684.844,357189.829,111741.372,200255.5868,389893.347,640628.258,815160.145,156794.623,61493.8,55280.429,96669.955,52896.753,40758.168,26109.783,16984.1312
PF3D7_0813400,48146.877,79089.343,71944.027,151617.5109,305280.99,335812.786,210806.162,97384.777,61189.916,53326.027,74835.205,58926.534,70145.778,101018.086,60816.0564
PF3D7_0813500,9220.687,28068.46,39160.453,3819.8930499999997,1023.888,5593.996,16022.356,19045.254,15174.42,13318.8,6259.898,20132.068,51329.019,80761.854,37544.1226
PF3D7_0813600,91225.892,61300.543,49930.981,31976.95785,83204.545,84648.629,83493.887,71318.219,57084.557,55314.435,33940.576,19854.202,14719.092,15001.322,22283.459
PF3D7_0813700,49349.254,46379.709,41027.125,13709.2296,4676.673,11027.087,23041.362,20301.864,21513.724,19376.091,20088.85,24568.223,23669.463,27792.263,11834.1935
PF3D7_0813800,2327.308,30384.366,32924.492,37321.401150000005,10810.205,3060.455,8754.087,15174.804,40070.438,38057.019,60006.744,293977.83,339376.029,358793.291,83494.5863
PF3D7_0813900,292304.799,266610.394,290236.937,127567.95475,585427.706,758350.763,625135.886,383570.011,171064.447,118820.683,102039.9,167023.082,109175.019,90161.0,8219.4182
PF3D7_0814000,456927.879,310673.517,322241.411,193435.5982,646581.056,909961.604,799072.452,476359.447,224358.73,180289.285,115370.8,49966.735,42052.154,33177.073,17418.6533
PF3D7_0814100,56621.224,43057.729,45332.18,12273.42465,24921.789,16779.173,12825.611,13526.646,14206.539,9472.535,10935.738,11766.111,7539.451,10157.404,16098.2228
PF3D7_0814200,533603.092,939199.819,628420.236,533868.004,940658.385,781071.181,900057.156,778267.818,462412.557,546431.463,322464.128,103710.429,75261.852,36081.123,40787.0489
PF3D7_0814300,23659.983,24669.759,22781.826,29672.67695,57479.263,44498.499,31328.555,21898.473,19395.554,16986.569,16542.884,16511.571,17817.765,10396.194,18316.7527
PF3D7_0814400,19379.166,26449.013,28659.788,26357.18175,8449.754,934.77,717.422,8399.213,26393.077,27298.628,24946.228,48502.308,42628.54,33974.47,4456.7801
PF3D7_0814500,2626.542,5889.461,3638.249,99815.13465,54011.036,12627.93,1748.802,1068.555,1866.455,4021.017,27714.253,1896.837,1623.207,2957.958,0.0
PF3D7_0814600,0.0,642.411,454.652,35516.0605,5996.605,1491.841,133.138,2217.226,15323.073,19449.023,31705.226,30803.377,27041.319,49947.991,72744.3867
PF3D7_0814700,892.902,534.795,3666.074,16132.41575,2665.238,594.299,281.06,432.863,3779.172,4622.004,10550.716,45475.186,27033.023,26997.041,63788.0249
PF3D7_0814900,259976.43,335204.137,345175.398,64033.5269,106582.644,139304.814,217002.255,252938.333,196829.368,147098.88,111500.476,187401.275,161037.927,75419.048,26212.7808
PF3D7_0815000,100625.062,80417.653,58768.052,8503.9564,1537.075,18770.192,59139.34,42872.194,27061.032,17138.285,15027.708,18367.865,19984.544,14813.728,304.4831
PF3D7_0815100,70937.481,9150.783,7103.6,10602.30845,955.226,2602.436,15140.848,7219.481,10510.931,11158.958,9105.376,22214.003,33853.208,39238.046,413.3979
PF3D7_0815200,18044.131,32233.667,33539.213,59041.5868,101257.033,126390.112,132364.519,130999.592,116103.404,88925.039,71409.427,55938.413,41197.634,33904.389,39377.8209
PF3D7_0815300,7804.454,16983.169,18191.124,7114.94555,1151.751,2570.573,12114.155,15069.539,13791.789,11502.468,10399.333,17581.351,12788.392,21019.413,4217.0624
PF3D7_0815400,379437.878,683563.287,739589.944,13317.181649999999,1953.644,2282.895,18995.877,47604.824,47403.87,43995.954,21566.491,47512.741,48693.602,27752.471,47155.0269
PF3D7_0815500,127.569,13763.141,74723.205,56039.864,72003.828,64299.999,60617.654,120236.491,141512.265,123653.217,77783.269,472075.127,540115.762,542996.634,403729.9686
PF3D7_0815600,38421.704,16086.309,22366.262,41273.7878,191874.721,178522.208,149730.877,140169.176,98215.018,82070.982,46655.937,107015.477,120128.793,86850.516,81977.075
PF3D7_0815700,1268.191,9036.493,10993.208,809.5747,328.493,962.564,2498.318,4051.026,2514.015,1718.867,1831.869,10721.878,8047.236,6887.052,1667.454
PF3D7_0815800,8767.997,14292.849,22534.358,69935.11345,8615.731,32819.248,26173.507,57778.22,98270.106,129105.326,94993.19,59801.002,63346.146,33034.791,49113.6894
PF3D7_0815900,860008.782,623548.416,540701.536,7254.8759,1368.184,558.276,3845.395,11558.637,15065.124,9995.819,12524.008,11296.447,14055.66,19247.741,4323.415
PF3D7_0816000,37534.387,26977.721,15017.854,29185.2177,101986.201,93808.005,48883.775,34876.896,41971.095,44110.116,33948.88,51845.918,33109.496,37488.338,9642.6577
PF3D7_0816100,0.0,880.322,2773.012,31946.446649999998,48408.391,32874.574,2822.388,15982.744,37467.927,39470.347,48671.285,32456.821,41665.825,73125.604,3199.2192
PF3D7_0816200,25594.939,35744.136,28514.888,56077.68015,4678.909,2517.97,9585.736,69292.348,132972.856,104199.363,83676.748,31227.803,33127.117,94425.84,5707.6216
PF3D7_0816300,11513.493,4952.284,7977.557,2324.4225,2797.667,2882.299,5191.834,4126.569,3848.884,3419.971,2976.878,6907.801,9964.305,7130.76,31458.6945
PF3D7_0816400,34017.719,32094.804,41807.227,34337.68,3066.926,2396.847,15766.155,56393.036,77066.776,67210.617,60097.37,70635.151,54521.173,40180.891,102904.5682
PF3D7_0816500,0.0,1078.39,1069.612,5067.9437,167.242,87.253,37.754,261.066,2583.729,3928.247,5259.329,85978.21,103266.249,77249.149,1355.0009
PF3D7_0816600,153393.169,209657.849,114116.956,24013.8954,2115.069,28381.773,102095.284,88423.445,70195.944,51585.233,35226.192,67551.786,52351.491,32027.187,18959.161
PF3D7_0816700,128872.504,148124.637,132569.623,4728.26805,1117.564,10429.273,23140.535,27123.29,18055.554,10235.661,9101.318,765564.183,912051.73,1646399.45,448936.6162
PF3D7_0816800,0.0,2431.959,2064.072,2844.74575,352.345,1054.952,2154.056,2856.454,2464.148,1958.699,2624.91,1354515.967,1694502.83,2370055.575,523250.069
PF3D7_0816900,146833.053,55839.365,21950.936,1242.1819500000001,320.77,133.066,383.334,1616.214,3105.507,2669.069,1739.357,19264.749,7924.997,9931.086,17843.5507
PF3D7_0817000,25881.996,8358.017,11646.126,4462.63445,384.918,533.572,8712.017,14796.258,16136.098,8901.772,9754.96,26142.497,26533.701,10925.924,153192.7597
PF3D7_0817100,9186.845,11275.6,11194.203,3691.7915,491.64,4508.307,19077.637,14647.977,12659.503,9900.853,5257.864,19248.646,14363.582,6237.551,2624.3252
PF3D7_0817200,28208.493,21218.388,23779.189,20637.02395,22340.972,14937.58,14199.64,21020.95,26655.399,28833.81,29052.961,24628.599,25172.514,25112.601,24145.1268
PF3D7_0817300,10770.339,15032.421,18132.546,16007.06355,3982.312,35720.943,21949.005,27769.717,56054.418,36658.614,24841.332,54121.576,41471.87,27102.149,43505.0076
PF3D7_0817400,20352.148,11562.443,12485.479,1983.78685,615.035,2676.324,10706.972,9997.542,5942.13,3573.069,3616.02,25635.764,24237.015,13548.905,4910.1321
PF3D7_0817500,147803.26,128688.212,137810.41,104223.34615,188650.542,207488.599,215106.767,325181.507,315009.912,240314.993,169111.316,294238.906,315955.848,433253.201,145845.6266
PF3D7_0817600,1467.758,2753.361,2529.549,141202.55455,15541.745,4852.522,5936.997,36581.994,150087.183,177510.531,230934.628,80650.572,92521.343,130997.475,47281.3185
PF3D7_0817700,3314.121,2351.364,1643.517,60408.543099999995,5529.895,996.323,1676.28,25037.9,76161.089,88450.729,103509.778,66710.768,51163.593,31639.624,56403.4362
