Gene,Day2_R1,Day2_R2,Day2_R3,Day4_R1,Day4_R2,Day4_R3,Day5_R1,Day5_R2,Day5_R3,Day6_R1,Day6_R2,Day6_R3,S1,S2,S3,S4,S5
PF3D7_1446600,0,0,0,123046.3319,136206.1239,60522.2977,202685.1896,122880.4136,57194.5303,142129.0561,134574.6995,104387.846,51916.6173,122841.3115,52725.0722,73979.4411,77717.9701
PF3D7_1446700,10589.4064,0,0,65286.9361,17025.2554,9098.5188,26222.9594,19529.6645,29080.7949,8073.0736,21021.7371,44621.4493,20765.0593,54100.9284,16502.6673,37784.4711,20081.1901
PF3D7_1446800,30693.9315,0,0,100926.6645,16671.8129,0,17663.9653,26614.0788,28623.8011,21580.1967,15905.9172,28352.1785,12245.2623,34428.7774,7222.1739,8038.1803,20636.7961
PF3D7_1446900,18676.2017,0,0,7676.3005,23264.0889,10697.8469,24318.5157,35300.6649,43841.7826,52312.2934,34987.5269,51862.0462,423139.2803,839172.3621,564081.0774,357243.5961,527384.7899
PF3D7_1447000,70775.7904,27827.981,0,54024.8357,333903.1965,486489.8637,255668.0357,307119.499,339440.7476,201270.135,160177.033,286594.0959,47583.8404,114404.5363,43891.6011,55494.3353,59786.889
PF3D7_1447100,62824.428,0,0,0,56418.2062,0,13147.1474,43521.3747,36364.5181,70743.6112,30391.8298,58739.2535,3398.4595,9601.6049,1856.7224,4113.1427,5776.3356
PF3D7_1447200,0,0,0,0,86594.9958,0,61329.098,87123.5789,92565.7087,133105.8627,96947.4844,129643.6348,5812.8426,13436.9323,621.8354,7959.0838,4266.3828
PF3D7_1447300,0,0,0,0,30096.4995,0,21741.5218,38130.6361,33260.5355,35749.948,7208.0922,37589.3568,312.2252,1512.2129,236.1903,1259.6167,398.0151
PF3D7_1447400,0,0,0,0,32175.9355,0,15747.7597,19636.8802,37750.019,38307.7056,53322.3046,13266.7895,976.9685,2957.3692,862.2266,2167.7725,934.0571
PF3D7_1447500,0,0,0,0,0,0,0,2082.0538,1297.2363,12643.5438,7080.9305,5712.9019,32733.0983,10734.3112,15476.0869,4401.8606,66937.3003
PF3D7_1447600,0,0,0,0,0,0,45030.0594,26923.1092,0,32212.7567,40116.0804,20589.3237,0,640.6419,133.4145,426.9046,0
PF3D7_1447700,0,0,0,0,77244.0603,0,0,7892.2616,15981.2956,48185.8544,56659.1875,37931.8854,0,312.9971,65.1821,208.5719,329.524
PF3D7_1447800,0,0,0,0,8796.5251,4141.3376,28914.9033,20564.6641,8958.7246,8018.7713,7970.7893,25858.9189,586.648,1815.2979,410.9111,1209.6602,498.5606
PF3D7_1447900,0,0,0,16111.7064,7056.6468,9622.9707,6054.7124,30443.568,21104.9577,8690.2114,22908.0487,33890.9052,11586.8417,27876.1106,12145.1682,16681.562,15060.1685
PF3D7_1448000,0,0,0,69021.4918,4951.5001,41224.1741,25728.8128,16591.1818,12227.2542,9550.9272,13500.4054,27123.82,3568.6925,11784.8118,2290.5894,5104.4797,3722.1215
PF3D7_1448100,0,0,0,0,7265.4006,0,7775.5254,3835.3622,6631.2672,2360.5478,10577.4119,3564.5016,2261.168,5932.1193,760.2288,4257.0626,1921.645
PF3D7_1448200,0,0,0,0,0,0,206.2186,895.132,950.6547,801.3473,1546.7278,518.597,559.7159,677.7236,100.812,1935.4915,203.8596
PF3D7_1448300,0,0,0,52753.8906,9971.2464,16708.8371,17906.1744,15309.5189,4902.7528,15827.2305,20478.0043,9530.5655,13622.928,28341.032,12095.9034,24699.838,18975.3032
PF3D7_1448400,200683.6328,0,0,90733.5814,45345.6461,8621.4644,71394.3536,56069.4584,80086.7231,48584.6374,100645.4487,99598.8846,10720.1931,29575.5598,4961.5377,22992.9785,5708.4874
PF3D7_1448500,0,0,0,94148.7622,23445.7888,6560.3805,30891.5482,17829.7331,20166.2981,38039.1258,28730.2684,32234.2333,516.2898,416.7611,138.8657,2055.1068,263.2601
PF3D7_1448600,0,0,0,0,3185.5987,0,10227.8065,5381.3082,4872.1202,4388.44,17932.7814,5894.3538,1652.392,4801.8576,1249.9916,3199.8141,2527.7022
PF3D7_1448700,0,0,0,0,5781.8895,0,8121.5566,6409.6734,6846.1476,3888.6009,15157.6551,5409.9376,2474.2623,3812.9933,1191.0915,7441.1034,2867.376
PF3D7_1448800,31053.9776,0,0,0,8096.3408,0,14080.3136,29490.6738,12182.9891,17361.4486,65056.1874,22130.6718,8819.2182,16780.685,9213.0371,16603.7925,14454.6023
PF3D7_1448900,0,0,0,0,11654.6294,0,14551.7572,4511.7676,4408.2913,16661.1275,19288.271,4846.6139,9269.516,20495.7334,8231.6522,12357.0056,13871.5367
PF3D7_1449000,0,0,0,0,0,25995.7679,0,416.4108,0,1127.6674,312.7111,442.2892,22113253.7379,2800664.3614,27716536.7524,652355.7446,10499593.6689
PF3D7_1449100,0,0,0,0,6478.3392,0,6716.5396,2735.9017,4514.5802,14060.2611,13748.8235,9058.3228,12433.3288,18513.2234,6778.7319,10574.278,15742.5336
PF3D7_1449200,0,0,0,0,854.2241,0,0,811.6918,1137.8914,4862.4948,1737.5807,933.9801,21002.5565,16739.1486,18904.5765,5577.2337,35246.0132
PF3D7_1449300,55185.0939,0,0,3780.3669,24379.2683,0,15077.1805,6962.2818,15793.8708,4861.6077,15655.8498,20000.0118,1368.2227,2409.7336,846.8386,3612.9921,2536.972
PF3D7_1449400,0,0,0,32320.2654,67716.6724,110558.0588,108956.2119,112259.4299,50205.1468,30809.9298,126023.0086,80047.9714,0,117.057,24.3773,78.0033,123.2378
PF3D7_1449500,39470.6307,0,0,0,3430.2388,0,5506.6287,4966.7737,2357.1986,11826.3698,15480.2409,4471.7602,4956.5894,7017.2691,5480.084,10028.9995,6318.5079
PF3D7_1449600,0,0,0,0,0,0,1615.9636,3188.3663,1191.9186,1517.5442,2972.3102,1411.0465,8145.4811,12644.6581,4792.5461,11796.4301,11448.5947
PF3D7_1449700,0,0,0,4847.7398,14350.0765,0,21185.3117,10307.8475,5878.7417,11449.4676,23878.3462,11066.9792,239.2548,482.8302,40.22,707.8359,203.3298
PF3D7_1449800,0,0,0,0,134392.4458,0,61926.1721,85396.7371,48991.3297,90498.6374,115699.7538,111844.8058,0,312.6209,65.1037,208.3212,0
PF3D7_1449900,0,0,0,27090.015,23866.2882,0,21455.2879,7256.9509,6640.9348,14367.0189,31586.5549,9554.6391,297.1106,719.5038,449.5129,1198.6394,0
PF3D7_1450000,0,0,0,0,0,0,3044.9195,1068.0459,2557.8331,2662.2655,5528.0482,2268.8422,655.9113,317.6801,396.9439,1587.694,1170.5898
PF3D7_1450100,0,0,0,88562.1854,29843.8879,34712.4497,31939.3138,30211.4035,56989.8621,10540.5115,50362.397,56893.8748,48261.8939,74093.9444,65532.2731,60688.8574,87989.1831
PF3D7_1450200,0,0,0,0,10361.8307,0,4620.5687,4011.2963,5964.1494,3680.8009,13956.9304,5761.4713,9674.5552,16052.9155,9577.3615,15322.9906,18727.6244
PF3D7_1450300,0,107811.9806,0,0,6808.5135,25242.4996,9563.6086,12669.4641,5857.3578,7100.8539,11339.7512,10987.3548,8078.5872,14271.8588,8215.1115,9830.9125,10804.8103
PF3D7_1450400,0,0,0,13920.4555,23546.714,10912.4026,22148.4349,21092.4478,22135.9096,23051.5801,25550.6169,21273.8206,858.7858,1178.4943,259.8597,2633.1093,583.8687
PF3D7_1450500,0,0,0,6620.2741,14931.0919,0,5992.2927,33178.4436,11360.4094,25050.132,16842.8063,30648.9132,72.6081,175.8328,54.9261,468.6788,92.5585
PF3D7_1450600,0,0,0,0,8612.982,0,5027.8497,22568.3765,18658.3492,15630.2276,33074.2174,13072.0536,3899.0077,11507.5713,2642.2587,4718.9544,5902.2732
PF3D7_1450700,0,0,0,15904.2475,28023.2665,0,10346.8471,12426.3868,42472.2435,32515.1807,26556.6088,14612.7819,20059.4885,45831.7775,16054.1624,30259.4408,33798.4818
PF3D7_1450800,0,0,0,123801.2173,168607.5394,0,230501.179,103150.4949,71333.5268,90411.2201,175921.8948,108039.2451,0,290.129,60.4197,193.3333,305.4483
PF3D7_1450900,0,0,0,265002.3236,157271.7939,0,471722.9785,213170.4233,129770.0032,164688.7152,203942.4076,252953.2486,0,239.9452,49.9689,159.8923,252.6148
PF3D7_1451000,464005.9172,0,0,110881.3453,157548.6321,0,27474.4915,147922.0003,127557.8981,89432.6902,159023.7042,128562.8271,0,176.6988,36.7978,117.7468,186.0288
PF3D7_1451100,0,0,0,139557.9128,1325098.4101,255269.0634,560050.7859,1171499.4792,1120614.5934,236661.556,301080.909,621014.4807,25541.9843,68109.1797,19731.9247,23387.6412,36950.2678
PF3D7_1451200,0,0,0,14944.9321,74416.9278,24993.0697,25363.6802,82071.5717,131867.9977,62290.5804,52688.8035,116353.3888,129471.7298,195588.9957,159169.7029,212979.1166,213313.1504
PF3D7_1451300,35115.9385,0,0,96222.4555,15767.579,20114.6325,17963.3546,38664.5212,75055.9226,25264.2981,62335.2275,47698.0521,4432.3558,9775.3364,4031.5377,7280.3434,6860.9948
PF3D7_1451400,0,0,0,0,129568.8108,169092.0513,48463.8412,119998.5267,159746.7245,97456.8147,27008.1597,86340.1071,0,97.6537,20.3365,65.0735,102.81
PF3D7_1451500,0,0,0,20197.0413,39501.7526,0,19709.4234,40240.1578,42664.3263,36130.0741,93240.4107,19125.6718,332.2675,0,83.7839,2412.8528,0
PF3D7_1451600,11535.301,0,0,0,0,0,0,2381.4341,2299.8389,2540.546,2754.5174,2044.6238,6083.9705,6800.0161,2753.5521,11957.6688,2982.9456
PF3D7_1451700,0,0,0,0,12017.9558,0,74978.2807,11592.5986,55869.2007,37186.6152,35019.8248,58762.589,80926.0118,146158.6374,117764.0187,86695.9253,148891.3651
PF3D7_1451800,453232.1876,23100.5327,0,148340.1982,343191.8017,468747.9943,282199.1875,448320.9121,466010.2939,211215.2093,218710.3426,494908.8809,1021.5581,2199.0013,887.2684,1190.5957,1881.029
PF3D7_1451900,0,0,0,5916.3513,25957.2649,0,9287.8246,28924.227,15506.441,19387.082,26487.1025,21068.6063,6423.8891,21802.7251,2380.6667,8874.2767,4094.4882
PF3D7_1452000,0,0,0,31348.2887,0,0,7000.3309,5027.5522,5447.3598,4434.0359,2734.005,1899.8064,0,65.7318,13.6887,43.8017,69.2025
PF3D7_1452100,0,0,0,0,108584.1368,0,140418.1736,44582.9433,73958.059,74086.4728,117725.5322,92254.9829,0,378.8793,0,252.4738,398.8848
PF3D7_1452200,0,0,0,0,6796.4086,0,5455.2031,15307.879,10841.6453,12189.1045,17039.1945,4509.3898,940.0917,2561.1658,414.8404,2654.8421,898.8
PF3D7_1452300,0,0,0,107980.9375,22831.4751,121545.098,60616.4528,28369.9695,23914.6998,83332.7443,42717.9145,33271.9208,819.8892,2316.4177,0,2646.1567,348.3898
PF3D7_1452400,7231.5545,0,0,2972.3167,46506.5022,55920.7846,33545.56,32546.0126,32230.8445,37121.8043,34309.6878,39629.7093,7628.1606,19538.6305,4956.7162,8679.9722,9599.4762
PF3D7_1452500,0,0,0,20306.9786,9016.7802,0,27571.0699,5711.8863,14298.8528,29228.7952,12414.0304,8991.9522,133.6305,809.0221,101.088,323.4649,340.696
PF3D7_1452600,0,0,0,24687.3942,35590.2228,0,17616.2159,17773.3243,16347.2845,20786.2912,20104.9642,21841.259,36.9218,134.1186,9.3101,297.9087,47.0668
PF3D7_1452700,0,0,0,0,258395.0962,1267504.2335,242502.3473,276063.2433,284922.6848,300333.0615,303118.1066,325609.1364,0,187.2575,38.9966,124.7828,197.145
PF3D7_1452800,0,0,0,0,21098.2157,0,12701.0152,4534.604,2565.0865,7638.2792,24591.393,12706.4586,0,283.9526,59.1335,189.2175,0
PF3D7_1452900,0,0,0,47309.374,21256.5615,74172.7073,85308.9234,21386.3133,16656.0912,29055.2648,37935.8586,56683.3242,16344.312,38638.1352,19821.7273,18839.485,24307.7647
PF3D7_1453000,139579.1699,0,0,38246.5941,8086.8548,0,15578.3813,8324.556,11131.3818,14976.4107,20707.8036,12582.6996,880.8885,2590.3401,95.1956,2132.2721,320.837
PF3D7_1453100,0,0,0,0,9484.9574,0,2342.5209,1155.4738,5939.3813,6713.3381,10143.3925,4786.4011,227.0729,549.8956,114.5165,1465.7358,289.4655
PF3D7_1453200,0,0,0,0,1338.3633,0,767.3216,1150.6087,2914.7391,6828.1952,4030.237,2259.3044,476.0354,1008.7005,165.0497,1248.3116,379.272
PF3D7_1453300,0,0,0,0,0,0,0,62733.1857,31091.3702,60840.5546,53805.539,40887.7114,0,0,0,1507.1588,0
PF3D7_1453400,0,0,0,65604.7089,21674.1421,0,47145.7611,42837.5455,36634.8576,79484.3043,102210.0239,21756.3879,0,81.6771,17.0094,54.4272,85.9898
PF3D7_1453500,0,0,0,0,7292.2668,0,0,2771.6722,53.9659,767.6457,3331.4956,2499.2668,680.8588,687.0064,28.614,549.3606,433.969
PF3D7_1453600,0,0,0,13323.8645,1878.1308,32494.7099,10552.4988,6469.2385,10945.4313,7890.0107,4482.7066,5884.0257,1753.5588,2477.1487,1916.087,3065.5815,2887.3696
PF3D7_1453700,187045.6035,0,0,186129.4738,461567.9494,135335.8849,394173.598,437095.8025,449973.5675,279626.3852,216846.431,320401.811,106773.0946,147500.505,139620.4891,87547.8516,205694.0224
PF3D7_1453800,0,0,0,15246.8323,42876.3831,197609.1184,98070.2214,76377.6291,73767.0608,53041.2121,92067.0635,70292.2948,6521.5844,19194.7209,4199.7228,4533.4436,8825.1164
PF3D7_1453900,6769.2775,0,0,16693.8682,32356.035,63978.504,50997.3731,16304.1714,36570.2884,34129.5078,9426.0018,10514.1458,2197.0863,5542.3102,1915.9613,3102.3128,3851.0699
PF3D7_1454000,0,0,0,0,10453.374,114831.9574,11187.3357,17290.5939,18910.0707,23004.4672,25173.8981,19439.6978,180.7412,437.6956,45.5754,1166.669,230.4034
PF3D7_1454100,0,0,0,514154.7058,87196.7272,22391.7607,246325.9657,84648.5524,81122.4968,228350.7607,241734.3572,153531.3085,0,426.7442,0,284.3696,0
PF3D7_1454200,0,0,0,29916.9463,3162.8176,0,12231.755,13842.7737,6596.2885,10223.7633,20147.138,9721.4258,2416.1199,6717.8664,1669.7798,4043.3671,3536.2911
PF3D7_1454300,0,0,0,0,4464.7713,0,2280.5312,899.9174,2342.9209,1202.6925,3189.2865,802.2262,11874.2899,25543.5478,9524.0958,15186.8074,19967.9311
PF3D7_1454400,84653.6845,0,0,18978.7605,94636.7706,277716.4157,100386.7796,162161.1219,182536.9866,71682.4266,91395.7565,150455.8653,8430.0812,19532.7498,6193.434,10496.8061,10879.0802
PF3D7_1454500,0,0,0,63231.8994,103615.5191,16522.7338,38901.1607,45522.8708,89047.5769,24629.716,104484.5426,59912.848,443145.1235,778097.6094,637536.0889,387564.2435,907698.0811
PF3D7_1454600,0,0,0,0,13178.2922,0,7933.2628,4521.8829,2600.6647,1969.5645,12006.8624,4618.1746,1025.3506,2069.2173,258.5504,3033.5018,871.3903
PF3D7_1454700,12380.4439,0,0,81417.847,288888.8624,148923.5339,116587.4278,274164.1279,212436.3477,75885.6332,178474.0424,408185.6389,502.2859,1419.0992,295.5293,675.4609,853.7316
PF3D7_1454900,0,0,0,0,0,0,0,0,0,2839.4503,4846.5961,1809.7264,515.1342,623.7425,129.8952,415.6433,656.6772
PF3D7_1455000,0,0,0,0,0,0,0,113.6551,53.1101,13626.5032,21511.4872,9144.4178,0,135.2226,28.1603,90.1083,142.3626
PF3D7_1455100,0,0,0,0,0,0,0,26549.7865,26540.4976,32763.8959,66906.8738,48903.3805,0,399.8472,83.2687,266.4462,420.9599
PF3D7_1455200,0,0,0,85942.8573,52635.4032,0,122218.3413,35327.8122,23510.5679,61833.7093,92518.5586,34730.1402,0,0,0,78.676,124.3007
PF3D7_1455300,0,0,0,0,698.5962,0,2523.3075,331.9063,1706.0693,1307.3803,750.6181,660.9996,4130.98,7502.9024,2330.0283,8332.8491,6374.6877
PF3D7_1455400,120139.1321,0,0,35271.1702,5220.4121,58985.5349,21549.6733,7322.6203,16225.9663,25063.8913,15267.672,8436.2897,5570.4624,12927.7454,6379.3919,7491.0108,6805.1771
PF3D7_1455500,0,0,0,2899.0647,144356.2828,0,165070.2265,95231.7716,142938.6494,173912.8375,238029.7398,62948.1393,0,115.4976,24.0525,76.9641,121.5961
PF3D7_1455600,0,0,0,0,52934.7746,0,67041.4525,50092.9771,32527.2371,30568.4823,19155.2035,20873.7136,0,81.7541,17.0254,54.4785,86.0709
PF3D7_1455700,0,0,0,219619.6627,133579.8966,0,230170.3285,88439.5322,106575.6984,148364.9172,306018.671,199118.8917,0,113.6307,23.6637,75.7201,119.6306
PF3D7_1455800,0,0,0,0,1889.5156,0,1299.9754,9661.153,5753.0934,2799.4232,4483.312,6526.987,1428.1526,2136.1412,910.8921,2914.7048,1713.473
PF3D7_1455900,0,0,0,5092.5847,36071.9771,21291.3856,54017.7637,71450.8238,36496.1548,94500.721,24803.9623,94977.2451,28987.7502,42200.4122,47321.5762,33528.993,40370.2836
PF3D7_1456000,26184.3965,0,0,18834.0636,71965.3422,11248.9414,16895.305,56309.4084,60919.7192,25751.3248,52808.626,61040.8961,57631.1286,66673.2264,83398.027,103429.6656,88249.9521
PF3D7_1456100,0,0,0,0,5572.6544,0,6389.9214,10842.5292,10840.2273,2669.2977,13777.424,6025.9987,743.2905,900.0021,374.8533,2398.9379,947.5239
PF3D7_1456200,1113268.12,0,0,3660.6076,44504.9068,290785.2926,134812.8311,126254.0602,117651.3684,95147.747,115597.2873,100119.539,0,145.8372,30.3708,97.1815,0
PF3D7_1456300,0,0,0,31222.8293,6601.7509,78322.9736,45571.0492,19655.5436,13093.3392,38196.8475,18285.7041,19128.055,1438.2369,995.1243,155.427,5802.3091,1047.6687
PF3D7_1456400,0,0,0,0,2097.2746,0,0,5048.5534,4097.4693,490.6152,4090.6152,3545.4699,130.5445,158.0678,32.9178,1790.6384,166.4141
PF3D7_1456500,0,0,0,32655.7139,66975.7823,13652.898,62626.1837,46691.9501,45911.4104,68848.7706,74450.8126,63255.1782,5640.903,15872.0897,1584.9588,8929.4966,3355.7299
PF3D7_1456600,0,0,0,0,19603.6844,0,32781.4311,43464.4127,10638.8729,49553.0671,83168.6586,63752.4517,0,615.6228,128.2043,410.2326,648.1288
PF3D7_1456700,0,0,0,3704.2233,36028.1424,85177.6224,79839.7566,78887.6888,55585.1957,43117.4654,94265.7765,63172.069,13406.6413,30695.5622,12077.9334,17406.0808,21129.9176
PF3D7_1456800,0,0,0,18945.7156,39257.6201,0,9324.5382,37302.9601,29763.7808,13119.3303,27408.7717,22236.39,374.0179,1056.7059,220.0604,502.9694,635.7154
PF3D7_1456900,0,0,0,0,39986.5948,0,17117.6678,33351.7273,17689.3013,29967.6372,24648.8695,11341.0447,138.2755,167.4288,69.7345,892.5562,176.2693
PF3D7_1457000,0,0,0,38068.1843,114700.1287,501346.9521,139228.3765,153732.0527,176496.9417,127443.1558,158423.0749,155077.6426,4008.1345,11374.6626,2084.5342,4952.0932,5428.7871
PF3D7_1457100,0,0,0,3867.7095,7768.9858,0,7876.8652,10490.4428,20697.7588,26718.9402,10480.5058,6568.5052,6235.6261,18644.6533,4652.9112,9857.2471,6164.5187
PF3D7_1457200,0,0,0,0,308763.7165,0,154292.4101,135849.9321,127852.291,358615.9059,291433.4415,154144.4182,0,452.7426,94.2843,301.6941,476.6482
PF3D7_1457300,1676990.4492,0,0,572630.4085,556056.8629,310344.7114,1242089.6653,873634.0502,369304.1076,737460.1925,824161.6848,356191.5539,0,140.8233,29.3266,93.8404,148.259
PF3D7_1457400,0,0,0,98440.1836,28743.3905,0,40871.7541,29980.6775,28477.8996,88251.693,60624.4031,27410.1096,0,46.6883,9.7229,31.1117,49.1535
PF3D7_1457500,67448.4481,0,0,60989.9191,19929.7188,0,10350.8587,29334.4138,28109.5409,9324.3143,40317.9653,32242.0358,9851.2032,22751.9011,8970.216,15897.1654,12790.5669
PF3D7_1457600,0,0,0,51306.0401,21696.2846,53625.8473,76189.4557,13958.7594,20170.5591,23156.5569,49254.2297,28512.011,14770.891,35003.7177,11280.2127,23495.6878,20174.4408
PF3D7_1457700,5638.6615,0,0,11588.0256,76200.3053,164722.9169,113279.2199,51763.0943,20852.1411,43293.302,46105.1132,57236.4704,3507.7402,10433.5711,2057.4351,5783.5948,3985.5203
PF3D7_1457800,0,0,0,0,75080.9918,0,7592.376,36513.9625,37800.4104,28350.8366,68282.9248,57230.0412,0,222.7843,0,148.4568,234.5477
PF3D7_1457900,0,0,0,1138.1962,31646.798,0,19123.6445,37655.5543,65308.758,117211.5705,66280.6577,56188.306,0,45.3453,9.4432,30.2167,47.7396
PF3D7_1458000,56008.8489,0,0,0,2920.5066,38498.6689,43367.1978,11562.8868,11166.7071,18104.6361,24680.6978,15658.8849,6362.5248,17975.9242,3781.7095,8922.8478,8883.2037
PF3D7_1458100,145948.9391,0,0,39991.9976,44393.489,83600.4787,81446.5448,38835.2451,39110.7807,130553.8393,156206.1275,33959.0714,4605.4417,7966.3282,5474.6954,9555.3406,6709.5721
PF3D7_1458200,0,0,0,0,0,0,0,0,0,2454.3546,1376.8704,0,0,564.8222,117.625,376.3806,594.6458
PF3D7_1458300,21125.9977,0,0,0,13999.3338,0,20078.6946,17663.7081,7201.1173,18933.3596,36494.8884,11793.4589,136707.622,228231.2649,220231.2777,148743.92,233726.6603
PF3D7_1458400,0,0,0,6651.751,3516.1134,0,3951.1394,5122.9342,4371.4815,8773.5899,7307.8727,1715.1943,1750.8789,2915.0349,1158.9326,5121.1152,278.9958
PF3D7_1458500,0,15377.3332,0,0,0,0,9743.3378,5997.8968,4922.8133,24345.1111,14398.7956,4461.4929,302.2314,182.9762,38.105,1524.123,96.3188
PF3D7_1458600,0,0,0,2864.0902,94773.7163,305346.2098,197104.1965,63105.5476,101866.0571,156019.2155,140722.8533,74247.0278,0,114.1042,23.7624,76.0356,120.1292
PF3D7_1458700,0,0,0,41288.1809,28008.6457,0,69779.9622,24655.4669,14751.5765,22237.2936,31251.935,25529.9627,113.2074,274.1508,85.6384,456.7148,432.9398
PF3D7_1458800,359958.1235,0,0,69253.2591,197679.1488,0,316269.6832,136186.7965,104324.6319,109457.4876,257388.5262,149842.3856,0,125.4101,26.1168,83.5696,132.032
PF3D7_1458900,0,0,0,0,0,0,0,22905.7997,36990.7233,89728.4604,72757.5538,53757.0464,0,400.7714,83.4612,267.062,421.9328
PF3D7_1459000,0,0,0,219110.9104,846358.2085,2654912.715,339496.6428,832886.2127,735799.6487,470937.655,703027.5768,586692.0229,0,161.6536,33.6646,107.7211,170.1892
PF3D7_1459100,0,0,0,208103.4924,29022.1834,0,225810.5915,111642.9856,69490.5603,59824.879,106868.8444,73030.5819,0,176.3992,36.7354,117.5471,0
PF3D7_1459200,0,0,0,100942.3949,18245.0334,0,19341.8618,26822.6679,27258.9462,36963.0003,34410.1922,23929.5265,107.1376,518.904,27.0156,518.6731,136.5758
PF3D7_1459300,0,0,0,490515.6044,54048.4297,14442.0933,56279.9934,30536.7888,65726.6395,83834.6689,94640.051,56176.8683,0,275.2387,0,183.4109,289.7719
PF3D7_1459400,0,0,0,0,12895.9385,0,22952.3277,19357.5187,4730.2758,28025.1295,32352.7136,15609.0174,1745.0118,2958.0899,1980.0842,3097.5725,2446.9362
PF3D7_1459500,10875.8025,0,0,4470.1771,34971.4249,0,71692.6867,53737.0882,26439.9053,28264.5096,84182.7158,27226.6767,0,0,37.0875,118.6739,187.4936
PF3D7_1459600,0,0,0,13364.7771,80536.6308,0,42245.098,39717.7864,30270.7835,39690.546,75171.0331,28757.8505,6925.8395,17171.4328,4934.2897,11531.2303,9809.8305
PF3D7_1459700,0,0,0,58972.016,5714.9745,0,18348.7182,57266.2741,24222.4826,28885.2162,25163.0342,38387.1466,1455.2492,2936.7778,1182.4033,2087.4461,2885.722
PF3D7_1459800,153965.5206,0,0,63282.9752,240849.7898,73493.6895,204060.4365,208844.4576,231600.6903,266233.186,191308.4594,256428.5825,240375.4282,404507.5836,313447.014,186296.8396,361278.5702
PF3D7_1459900,0,0,0,0,0,0,0,29890.7212,56465.1585,30687.4652,19400.2465,20180.4489,0,378.3282,78.7874,252.1066,0
PF3D7_1460000,0,0,0,0,53880.8005,0,0,37545.2321,25359.9065,7058.425,13832.4743,16177.9955,0,406.09,0,270.6062,427.5323
PF3D7_1460100,0,0,0,0,8843.2166,69943.7701,11356.9493,15965.5245,15052.0132,10274.5075,28011.9941,8255.7341,825.6667,1332.9948,138.799,2442.7366,0
PF3D7_1460200,0,0,0,0,23080.3729,0,12350.4564,31678.382,26840.7074,14226.4354,46316.8612,32260.5232,684.1113,2070.8648,258.7562,1379.9623,1744.1682
PF3D7_1460300,0,0,0,39537.8871,72104.0133,61988.3943,130009.0214,58584.3596,47173.3452,140397.737,207915.4844,55369.8506,2601.7981,9057.2509,984.0964,2361.7099,3731.2789
PF3D7_1460400,0,0,0,49922.0412,40462.7874,0,64485.002,51264.1619,26993.151,30774.1633,143356.4797,94301.163,547.5216,1546.9026,138.0619,1178.0681,465.3091
PF3D7_1460500,0,11031.4807,0,41185.2991,4354.1071,0,12441.7236,17597.3736,17168.0043,21511.8993,15452.0969,17409.2771,54.2041,131.2645,27.336,393.6183,69.0978
PF3D7_1460600,0,0,0,0,822.6616,0,660.3173,521.1338,1461.1303,4169.6447,3319.7686,934.0657,2816.3534,3410.1392,2517.8616,5164.5787,4242.9646
PF3D7_1460700,64657.1623,0,0,354338.8661,72111.8117,18518.0165,57129.5387,37078.6376,73741.8115,97125.173,110273.3648,50252.6322,1748.8002,5999.6072,1396.4176,1881.3923,2229.3168
PF3D7_1460800,0,0,0,0,12209.8043,0,12682.7639,20018.9146,7760.1324,15905.3271,24311.7234,13833.0427,223.5286,541.3124,112.729,1442.8575,284.9474
PF3D7_1460900,0,0,0,0,11461.1024,0,18909.8052,10890.4474,40335.1934,20852.9576,35982.771,23054.1703,198.1651,479.8904,99.9378,959.3538,0
PF3D7_1461000,28723.5254,0,0,173154.0198,12897.2904,148077.1589,38737.0208,29913.0512,25308.4235,38735.1813,43030.2001,37160.6887,517.9288,313.5631,97.9499,2507.389,0
PF3D7_1461100,0,0,0,7678.5576,15017.8671,0,2606.3214,20055.3019,12976.1773,16299.6487,32358.9405,17239.3293,4294.9559,6730.0366,4109.0581,10804.0375,4830.9511
PF3D7_1461200,0,0,0,18249.3183,35692.3592,0,49554.7112,51331.1372,26699.4076,30313.987,27573.8754,57725.9236,21616.197,59617.7516,20213.0024,20105.9829,37506.3203
PF3D7_1461300,61053.5921,0,0,16729.516,175980.0102,174859.4253,210103.5628,111758.6716,78401.3557,255552.5152,252949.3224,111898.6659,15687.6676,43655.5809,8536.1376,14656.4193,27716.7436
PF3D7_1461400,0,0,0,0,770.7572,0,0,2441.2691,2851.9642,4567.6798,6100.5134,2236.4497,4557.6864,9004.0415,4355.0797,5032.2778,7033.1563
PF3D7_1461600,0,0,0,0,45898.7351,0,73334.5703,77900.6823,59730.6516,67224.9666,70966.813,87130.3088,808.5732,1631.7479,169.9069,1957.2263,687.1629
PF3D7_1461700,0,0,0,0,23559.2723,189249.1902,46093.3146,22619.4323,42824.3649,58097.4256,25047.947,26935.4109,0,0,0,184.8781,0
PF3D7_1461800,2935.522,0,0,9652.4762,127.5574,0,1842.9332,1212.0624,849.5807,1452.1884,561.8255,327.211,317.5915,144.2066,100.1041,1217.2027,202.428
PF3D7_1461900,1867867.0285,0,0,264837.6167,615654.9447,0,359573.7499,572147.2403,527642.2942,288040.2007,328483.457,408258.2096,0,118.5509,24.6884,78.9988,124.8106
