Gene,Day2_R1,Day2_R2,Day2_R3,Day4_R1,Day4_R2,Day4_R3,Day5_R1,Day5_R2,Day5_R3,Day6_R1,Day6_R2,Day6_R3,S1,S2,S3,S4,S5
PF3D7_0529900,115423.9374,122184.9026,1963600.0906,47441.5969,27006.6595,15257.4378,12696.6202,34704.7757,48537.5938,12063.7321,33590.334,67022.4783,39624.1565,71240.5268,52319.3816,44469.188,72859.2394
PF3D7_0530000,0,0,0,55200.3303,65254.5778,199314.2081,72817.1081,52763.4997,56928.5821,56054.3926,85887.609,53008.4088,7264.9363,12595.1875,5245.9295,13055.8645,10103.0374
PF3D7_0530100,0,0,0,22571.1101,19089.7301,23591.6649,35433.412,26830.961,12891.0756,35678.7522,29847.0313,8955.9258,11139.7212,30798.4309,9878.2111,17976.4835,11833.812
PF3D7_0530200,0,0,0,0,46832.8262,169397.329,90309.6553,95695.2232,106933.4375,135564.3966,154230.6195,118862.9288,533.2502,215.226,44.8211,3298.6637,226.5903
PF3D7_0530300,0,0,0,16965.9084,2466.2477,0,4498.9945,5183.9994,4878.0678,9598.0021,6169.6145,5487.3095,628.0002,168.9788,35.1901,3040.2651,177.9012
PF3D7_0530400,0,0,0,0,41325.905,0,50321.3646,22906.4873,16056.0299,31400.6264,28260.4918,19728.6627,0,88.4846,18.427,58.9635,93.1568
PF3D7_0530500,0,0,0,0,0,0,7677.4693,16481.0022,23613.9794,21361.126,25867.4389,27931.1499,0,0,0,96.0772,151.7929
PF3D7_0530600,0,0,0,271490.2293,41686.135,337816.2906,123417.2194,176191.2244,190154.2922,183682.407,195539.4851,174639.9067,0,257.5254,0,171.6072,271.1232
PF3D7_0530700,0,0,0,0,42957.4225,54217.6135,73851.1886,111647.8939,54291.5296,87067.7987,31255.6454,130232.3702,0,0,0,76.5055,120.8715
PF3D7_0530800,0,0,0,86472.763,9141.8948,0,0,8516.3867,5253.1248,4822.2489,4115.1952,3799.1727,669.4537,202.6495,42.202,3511.0283,0
PF3D7_0530900,0,0,0,0,0,0,0,905.4491,869.7244,619.1957,428.5592,474.1811,2767.9277,59.8483,12.4635,17308.3975,63.0084
PF3D7_0531000,0,0,0,0,6653.8893,0,18076.583,8105.8824,8408.9484,18997.815,23807.4763,17821.9415,13699.4752,36454.5915,9961.6192,20307.8053,7716.5054
PF3D7_0531100,0,0,0,0,0,0,4646.7796,4342.8779,5795.0428,4941.9102,2740.294,3248.1603,142.2432,57.411,11.9559,879.9106,60.4424
PF3D7_0531200,18753.3761,0,0,0,58672.1841,0,143243.6299,85691.1391,22674.833,83177.1218,69658.2121,73162.7628,0,0,63.9508,204.632,323.2992
PF3D7_0531300,0,0,0,0,20006.1755,217573.2747,118027.4046,112793.0005,112669.2033,431655.9346,146951.9684,112903.9273,0,376.9574,0,251.1931,396.8615
PF3D7_0531400,0,0,0,15140.7551,51541.884,145593.1805,51135.0792,34475.5659,42739.3033,37469.6458,49332.8788,41922.3365,10760.4747,22318.4667,8039.5257,19936.9986,9398.7692
PF3D7_0531500,0,0,0,122031.6562,12901.1786,36442.6653,5917.289,12842.5747,19367.6168,14083.8667,13257.2192,12090.6153,8603.9102,29864.6904,2603.4539,8330.6241,7312.0003
PF3D7_0531600,653291.9274,0,8960001.4336,343451.1224,692523.6678,365507.2099,421797.1528,129224.744,292157.3446,385417.516,232992.4674,244833.5522,53214.7662,23882.9835,66522.7495,3149.8249,101623.8653
PF3D7_0531800,0,0,0,1487550.4424,419369.9574,0,84152.8382,124527.9002,171986.44,1357775.1611,463784.3418,267472.9799,0,3292.4129,685.6494,0,0
PF3D7_0532000,1618175.3183,461522.9153,6798924.2866,2815488.3495,4942063.9169,2413304.6595,3517917.3421,2092109.6229,1922089.768,3622435.7743,2248879.5234,2074035.9511,944283.7985,625367.28,545980.3352,1326295.767,1941051.6198
PF3D7_0532100,0,0,0,25582.6552,14063.9024,0,13025.2238,31524.5134,38909.4644,51711.5372,23008.4044,49838.7718,107573.826,191814.0132,103875.3498,102418.2912,159021.3934
PF3D7_0532200,0,0,0,65016.0359,13746.982,0,11034.1481,31567.7366,28994.0389,24922.6836,51998.0154,33818.605,1426.1308,2158.5113,359.6103,2876.7346,1817.9878
PF3D7_0532300,0,0,0,0,0,0,0,20898.4724,36886.0721,26034.6744,26859.8993,21511.9306,0,149.7844,31.1928,99.8118,157.6933
PF3D7_0532400,0,0,0,0,0,0,1976.8285,5330.5034,5467.8337,18564.3084,23294.3783,8458.1394,127.7496,154.6837,32.2131,1958.4549,162.8513
PF3D7_0532500,0,0,0,0,73796.3644,0,0,17874.2353,25057.4654,169585.3194,179768.217,104782.8957,0,817.9265,0,545.0417,0
PF3D7_0533100,0,0,0,0,0,0,0,0,0,0,0,0,135.7558,109.5853,22.8213,657.219,115.3716
PF3D7_0600200,0,0,0,0,0,0,0,0,0,0,0,0,0,613.1819,69.6523,4197.4986,704.2462
PF3D7_0600300,0,0,0,0,17447.765,0,0,0,0,0,0,0,319.4215,386.7667,80.5447,257.7298,407.1887
PF3D7_0600600,0,0,0,0,0,0,0,0,0,0,0,0,0,1115.1152,580.5606,4086.9365,1760.993
PF3D7_0601500,10450.0721,0,0,4295.1932,1362.2626,0,1457.911,431.4783,940.923,1168.4712,793.3059,706.5351,1130.584,1540.0694,605.8073,2964.74,180.1542
PF3D7_0601600,0,0,0,0,0,0,737.2005,0,5709.3933,6588.8026,3826.832,3128.4676,0,0,0,230.6364,0
PF3D7_0601700,0,0,0,0,39161.0244,0,0,16833.6263,29394.8227,33262.9172,19776.743,17762.1451,0,527.0529,109.7595,351.2123,0
PF3D7_0601800,0,0,0,0,0,0,0,0,55846.023,160026.2587,108769.5626,102168.7998,0,3468.0082,0,2310.9768,3651.1255
PF3D7_0601900,0,0,0,42344.1213,4883.5829,0,10126.2923,8507.4485,10541.0011,18151.7221,12807.6844,12116.6632,1013.2592,766.8061,95.813,3576.8362,807.2948
PF3D7_0602000,0,0,0,32033.9335,13546.5013,0,13591.5379,13825.4955,14062.823,9272.0594,10848.5443,7611.3585,292.7776,141.8022,88.5915,1039.4199,298.5792
PF3D7_0602100,0,0,0,2364.612,77995.8251,0,40331.4897,46557.7691,40700.1431,30760.1355,27046.8055,27742.6927,1322.6318,2166.7201,255.0387,2385.4705,1388.512
PF3D7_0602200,49741.4704,0,0,13629.8405,103748.1001,156707.2647,69395.3468,122771.6264,94586.1978,75562.171,24801.5101,124523.6784,2690.7427,4887.068,2205.1001,5246.7376,4573.4348
PF3D7_0602300,0,0,0,152151.7578,30708.6317,28914.7842,31691.0318,43074.6932,51511.5497,115736.86,82470.4822,64568.8317,2730.6478,6061.6669,1836.1459,4039.3133,2900.7882
PF3D7_0602400,9466.0963,0,0,0,40721.7476,227734.081,41269.829,119209.3665,136311.2795,143499.9254,138408.0334,163305.8225,0,155.0063,32.2803,103.2916,163.1909
PF3D7_0602500,0,0,0,0,8703.8216,126208.9614,45177.4695,54584.9913,40794.2376,70900.9741,51961.6949,72276.3539,180.5893,218.6638,227.6852,582.8441,460.4194
PF3D7_0602600,11199.7952,46237.7135,0,73653.5151,8273.31,14434.456,27734.4891,15876.8987,13577.7629,14799.9234,28175.0238,16791.9612,4013.7426,11553.9143,2005.0985,5804.9392,3861.5817
PF3D7_0602700,0,0,0,0,148582.4498,0,62861.7834,56334.6789,73774.2965,49083.3742,64055.6424,60482.0482,0,275.8225,0,183.7999,0
PF3D7_0602800,0,0,0,55456.0847,19720.373,0,20962.3962,12998.7682,12385.1007,8644.5267,7453.4832,6768.8175,165.8772,401.6998,41.8273,1204.5632,211.4551
PF3D7_0602900,0,0,0,38832.3783,7697.5434,0,9061.8112,8289.5152,9418.2249,15205.7892,14849.4701,4639.7203,8784.0912,20885.4027,6644.9369,11597.8391,15269.5768
PF3D7_0603000,0,0,0,3629.0682,13811.9344,0,8622.6644,5711.4705,23906.7527,15556.7844,28286.8692,13778.5125,6328.5051,11132.7112,6142.2602,11946.684,11568.3242
PF3D7_0603100,0,0,0,6502.6829,13749.264,135934.0452,18761.1656,18072.8075,19841.3197,37041.7918,57429.0967,31742.7286,1497.686,2849.708,863.208,1898.96,1090.9737
PF3D7_0603200,15178.3178,0,0,436701.9136,302730.8096,0,383278.0486,255904.6035,236235.8424,248453.6933,282505.722,271308.9084,0,248.5434,51.7595,165.6218,261.6669
PF3D7_0603300,0,0,0,35140.9883,40335.4034,0,30245.6279,47908.85,13982.3221,22223.4552,35142.2255,21291.8622,330.3513,1200.0028,166.6015,799.646,421.1217
PF3D7_0603400,0,0,0,0,24432.3205,0,27121.3723,23462.7977,22851.2413,47912.4985,38567.4507,38955.3417,17796.4266,59356.4203,673.1267,19189.2446,1753.0352
PF3D7_0603500,0,0,0,0,32951.3479,186158.9516,45340.6596,40815.709,49902.9555,67906.5013,67229.173,74554.9954,549.3886,886.9586,46.1776,1625.3673,233.4479
PF3D7_0603600,10820.2381,9926.8297,0,1482.4463,3447.9308,0,6164.0107,3871.9393,7376.4851,7295.8294,1980.8883,3341.4601,682.8686,944.9614,430.477,1771.0143,870.4999
PF3D7_0603700,0,0,0,59568.3723,10076.103,0,32856.2062,16755.2138,7363.5323,34079.7632,14819.1966,16816.6234,783.9816,2135.8627,543.6399,1581.4166,999.3957
PF3D7_0603800,0,0,0,0,675.2726,3338.0893,406.5106,1336.7717,999.4605,3633.2287,1679.583,1505.0381,3625.2797,5407.4972,3802.3063,5553.4664,4755.3487
PF3D7_0603900,0,0,0,0,0,0,618.6557,13915.2338,10837.4641,10337.3807,13806.7579,10858.1252,0,290.453,60.4872,193.5491,305.7894
PF3D7_0604000,0,0,0,13479.0902,19950.1193,0,18464.1495,29273.4121,8195.4879,18096.257,13325.9515,8963.1066,190.0702,460.2872,31.9518,562.3229,161.5304
PF3D7_0604100,0,0,0,0,168.1601,0,0,745.674,472.8931,5730.1874,1259.2593,410.1506,418.6838,63.3696,13.1968,2195.8362,66.7157
PF3D7_0604200,0,0,0,184426.3731,81889.6845,0,38603.0675,30054.5051,54060.674,58786.9765,78157.9866,23504.4213,0,0,0,326.4092,515.6957
PF3D7_0604300,0,0,0,0,49749.1228,0,141379.5004,142668.0034,73102.2141,58433.6755,233070.282,129105.7185,0,168.8965,35.1729,112.5476,177.8146
PF3D7_0604400,0,0,0,0,1451.5522,0,0,2298.7976,4511.6815,2603.3045,1738.229,2624.784,451.7581,0,0,5103.1034,0
PF3D7_0604500,0,0,0,11399.4068,38966.3399,79432.2135,20098.779,44999.7481,27310.6685,94171.5015,26725.856,34704.1372,20628.8533,40772.3928,18936.4012,38871.2176,28156.4143
PF3D7_0604600,5783.4005,0,0,30902.2454,3518.2897,0,6253.1191,5810.6471,6843.9665,17597.233,8784.9341,11973.6328,234.6379,284.1077,59.1658,1072.8183,99.703
PF3D7_0604700,160666.8551,0,0,0,64102.5458,0,28528.1346,41210.3059,46593.1495,39443.6147,30932.0032,39661.1381,12246.6937,5261.8056,796.9295,43350.7377,4028.8281
PF3D7_0604800,0,0,0,33983.19,13818.0792,65574.91,10203.9177,29411.3543,14152.7312,10925.7212,11344.9673,14782.8184,86.0104,104.1444,0,624.5883,109.6434
PF3D7_0604900,0,0,0,330972.2026,84654.095,379414.9279,107811.5061,137997.7756,124125.7855,287805.4034,102706.1299,120515.2116,0,425.3485,88.5794,283.4395,447.8077
PF3D7_0605000,440409.6914,0,0,0,35722.672,0,41985.6813,40005.4511,23792.6567,36410.9049,10317.7337,31385.8742,3176.5021,4807.7748,3404.167,7368.6415,6073.961
PF3D7_0605100,29778.983,0,0,29375.4493,29244.1227,5117.2771,30535.774,34017.8078,33401.2813,30391.3231,28191.1262,21820.6151,23196.6839,51591.0111,30058.5415,29569.5854,34190.7981
PF3D7_0605200,0,0,0,0,38978.4677,0,48995.7521,40997.7132,32873.2258,48114.429,52696.6507,62101.9246,10528.8269,9700.0763,12466.6188,7387.2461,11087.5947
PF3D7_0605300,133536.0196,257271.3805,0,21954.4131,87038.2163,80314.7936,6986.2066,46498.3259,39248.3507,21446.7529,37127.0546,39139.5246,5959.4465,8090.5614,8834.185,6119.863,11740.6935
PF3D7_0605400,0,0,0,0,17016.0383,0,5121.7829,6736.9999,3777.776,16253.954,18649.5204,10017.9521,1985.9256,5610.7991,667.6894,3204.7444,843.8657
PF3D7_0605500,0,0,0,0,12407.1124,0,6494.797,7688.7097,11257.6691,18718.3418,20861.5259,16627.9731,167.8866,609.849,84.6679,948.232,214.0167
PF3D7_0605600,0,0,0,0,0,0,0,65.2292,0,1943.0939,4920.4625,1411.6402,0,77.6072,16.1618,51.7151,81.705
PF3D7_0605700,0,0,0,0,9698.5441,0,0,5631.7848,9091.2872,4033.3857,9293.8318,3262.789,2012.2806,1218.2699,126.8532,6900.4577,641.2984
PF3D7_0605800,198092.821,0,0,69357.946,53718.6604,0,43629.5864,51346.9083,56198.344,58854.5088,44473.3671,53002.8803,396.8794,1081.2497,62.5477,760.5409,252.9648
PF3D7_0605900,0,0,0,17857.477,78536.2776,97057.5032,26063.7483,50946.5348,53314.0703,28117.3788,32480.3838,47904.3274,2232.7178,5976.0536,977.8381,3128.921,2546.6001
PF3D7_0606000,0,0,0,0,228.9644,0,3491.8287,6599.444,12640.4694,13211.8637,11016.1904,5295.6958,7054.6641,15185.838,6504.6283,10981.8355,10173.9771
PF3D7_0606100,0,0,0,3907.0578,45435.9282,114344.0419,13261.6681,66199.5915,81493.5725,46605.7749,35247.5194,77643.7856,4499.3319,12452.4533,3047.0572,7571.872,6227.2337
PF3D7_0606200,0,0,0,11042.1879,4669.5175,57707.3072,23425.2087,14050.5617,20129.1033,32087.4806,14898.5192,23367.4557,146598.2604,279566.9215,149833.3878,113447.9534,187573.6763
PF3D7_0606300,0,0,0,21370.5192,15815.0291,0,3626.8817,10376.1927,17388.4867,21404.876,7171.4077,15771.4819,10898.7556,18730.65,7003.4992,19573.3307,24201.4045
PF3D7_0606400,0,0,0,0,0,0,0,2445.3652,3885.1792,1806.0567,1836.3909,844.1341,480.5614,581.8806,121.1774,1163.2434,612.6049
PF3D7_0606500,0,0,0,0,19890.07,0,26829.9973,28962.0889,30420.2822,26344.7909,30232.8296,28461.7998,343.9039,624.6163,21.6795,763.0802,219.199
PF3D7_0606600,0,0,0,14978.7527,13532.1779,42698.2318,5777.5178,22616.1979,19858.3082,31240.4683,8375.1251,16405.958,1836.9484,3797.4853,1660.746,3072.787,3084.1711
PF3D7_0606700,59339.516,14847.2604,0,13303.502,56492.2215,194670.2944,73942.7511,108027.09,79658.1072,60263.5957,102390.9683,145811.2281,36184.8311,83034.3285,32652.4673,42205.0531,57380.143
PF3D7_0606800,0,0,0,4870.3421,2574.4612,0,3719.5492,14677.6637,17985.1822,37820.8893,13704.164,13532.8363,3204.9378,6403.0738,3919.5312,6076.9812,3472.7228
PF3D7_0606900,0,0,0,5260.8329,10011.1483,21994.8076,4017.7725,21667.7877,29963.9635,30574.8959,17435.0648,16816.3887,2596.4258,6916.4548,2356.9544,3631.269,2647.875
PF3D7_0607000,184951.9604,0,0,194519.2959,81312.7709,28043.3797,63938.385,71574.1639,68921.232,78389.9132,61132.6653,67672.5161,12285.4212,29662.1594,7049.0396,21131.1922,12660.1525
PF3D7_0607100,0,0,0,0,0,0,3062.6878,939.9936,1004.0035,4198.5272,4071.9943,3387.4651,131.9478,479.3009,33.2717,638.7835,336.4059
PF3D7_0607200,0,0,0,66067.7366,38733.2073,12555.4537,101423.3954,87486.4825,175086.6238,323021.9692,133857.2936,69692.5879,0,239.283,49.831,159.451,251.9176
PF3D7_0607300,0,0,0,0,2995.7164,0,86563.4664,93936.4108,102246.0374,107080.3511,52473.75,103830.6956,186.4678,225.7818,94.0387,1053.1795,475.407
PF3D7_0607400,53714.3801,0,0,15769.7913,85026.2459,19779.3886,69050.0462,30627.3129,33065.4254,23556.2147,68866.386,28225.9818,10481.1144,25884.4093,9760.4017,15071.588,14816.1613
PF3D7_0607500,0,0,0,0,3230.6863,0,10002.1177,3362.1932,13866.8966,7953.4125,12552.5734,3978.7172,574.5529,0,325.9758,2317.9306,0
PF3D7_0607600,0,0,0,0,6771.8242,0,7906.1385,5394.7075,11207.3927,22993.9185,14496.6509,4927.4282,16988.1715,31550.781,23302.7032,20972.965,29634.5251
PF3D7_0607700,0,0,0,0,0,0,0,572.8113,329.4402,4545.1548,1671.5882,918.4643,24029.0399,52.4238,15196.9153,2445.3549,17219.8601
PF3D7_0607800,0,0,0,0,0,0,10843.1801,5229.6603,20438.8772,9714.6083,12791.4495,4544.7257,155.7165,565.6411,157.0607,753.8525,397.0053
PF3D7_0607900,9620.9022,0,0,0,1254.1727,0,1342.2318,6753.1181,5445.0924,11213.9605,14281.4596,3709.4627,910.7672,1260.3301,590.5472,3149.4233,1161.0181
PF3D7_0608000,0,0,0,10986.4428,3484.458,11483.1957,10255.0577,1839.4249,2320.7814,5615.2636,2367.3467,3394.6206,2891.8598,7440.8254,2688.9457,3500.007,3456.0506
PF3D7_0608100,0,0,0,2297.6222,27934.0142,24015.0944,5459.1495,25850.7329,11216.9967,23638.2095,18325.2712,15219.9854,9827.7053,19222.6393,9912.5385,22080.9505,7902.3127
PF3D7_0608300,0,0,0,133897.3968,9352.8229,74974.0605,29216.9532,23138.5907,26039.7443,29881.6567,18336.2794,24619.0904,236.0128,381.03,99.1875,761.721,200.5746
PF3D7_0608310,0,0,0,22269.5632,22758.5885,15517.6556,37794.6232,17648.3353,20443.0872,13462.7719,84418.3998,36500.172,4152.1163,12716.6874,3202.5558,4138.4747,4981.6379
PF3D7_0608400,0,0,0,0,8940.5836,0,25834.4853,8495.4267,4499.1583,14221.9949,22981.9225,11354.4283,1669.5152,4043.0148,561.3089,4490.24,2128.2467
PF3D7_0608500,268434.7403,0,0,25461.2685,174516.008,221770.8505,103707.3651,135986.4636,152057.4276,105611.9994,106242.6941,134664.9801,418.8709,676.2447,281.6577,901.2584,711.9517
PF3D7_0608600,54741.331,0,0,29999.7409,88011.0846,0,63642.2958,33401.3568,126039.0622,82786.4869,120786.3751,42645.9111,1233.8366,1493.9725,871.141,3185.7234,1887.4284
PF3D7_0608700,49278.5198,0,0,165411.5754,410773.1263,324611.0623,166431.0204,479168.4218,198874.0729,128428.9369,139734.3945,369058.6156,5997.8241,10759.0741,7421.96,8603.4298,11751.9421
PF3D7_0608800,0,0,0,0,17268.4085,0,4200.1985,11933.5304,12624.45,15995.1723,10519.6958,14963.7259,2605.7432,788.7813,2053.3095,6833.0626,3944.5442
PF3D7_0608900,0,0,0,0,6365.6013,0,8515.6858,12577.3605,5652.9764,14158.3109,28052.1545,6271.5906,94.3395,114.2295,23.7885,685.0722,120.261
PF3D7_0609000,40555.8636,0,0,4667.4008,21852.2236,52965.8959,19803.1113,23041.5511,23923.4872,40164.053,26750.1842,40620.2,2917.8223,6508.1603,1670.6556,5859.1635,3020.3867
PF3D7_0609100,8819.6055,0,0,0,6898.2982,7577.889,4614.1548,13109.6557,8621.8315,16286.6004,2929.5901,10604.4417,596.3658,866.5207,180.4541,2020.982,608.183
PF3D7_0609200,0,0,0,5442.8459,14385.4326,0,19398.2991,84019.8527,39772.8109,52093.0301,39956.0618,36224.0643,0,216.8409,0,144.4963,228.2905
PF3D7_0609300,320486.4471,248083.1169,0,139959.3838,1740.7643,60236.0952,4191.724,10338.0665,6827.6671,21175.275,9762.4498,9827.5832,1354.4197,1967.9744,273.2222,4699.1805,345.3145
PF3D7_0609400,345933.42,920373.8559,0,236976.1745,5010.6211,39630.5717,8445.8293,19679.3758,21506.8124,30123.8463,8881.1218,22293.0602,3430.7376,8685.7556,1808.8203,6039.5765,3180.6538
PF3D7_0609500,0,0,0,0,0,0,0,0,949.2498,6429.8816,3887.657,2786.9355,95.0491,115.0888,23.9674,1073.6839,121.1657
PF3D7_0609600,0,0,0,0,2091.0267,0,0,883.0725,0,1983.7899,2301.0481,2520.7468,2060.7969,393.9924,27.3498,3588.111,138.2653
PF3D7_0609700,0,0,0,50124.3271,10598.2811,0,7230.7909,9455.1617,8601.349,9917.0194,3455.366,5437.3554,65638.9721,75284.4013,51941.4311,64760.5791,70009.1045
PF3D7_0609800,0,0,0,67207.1401,7612.644,0,36254.8165,37936.2446,43191.5305,72222.3495,26532.4782,59074.8742,8371.3094,11092.5263,2867.6279,18224.4312,4228.3255
PF3D7_0609900,0,0,0,16957.6457,6682.1099,0,6933.2533,7794.7964,8515.1234,9976.1712,16663.9661,3584.4614,202.8911,245.6676,89.5311,736.675,193.9795
PF3D7_0610000,0,0,0,0,85364.6167,0,69104.3656,73025.9455,122027.2894,95921.0857,220234.2954,62223.2144,0,274.9478,57.2582,183.217,0
PF3D7_0610100,0,0,0,844135.5075,114658.9608,11168.3946,179984.0061,111991.3216,230982.6377,368815.7022,165808.6913,167239.4639,0,212.8483,44.3259,141.8357,224.0871
PF3D7_0610200,0,0,0,113511.652,68627.5409,0,27993.7926,35396.6111,39575.2225,58572.3676,63006.2468,40403.4948,1633.9872,3391.6951,1000.6272,2730.9832,2380.5219
PF3D7_0610300,0,0,0,0,0,0,2682.8387,39170.8423,92015.8295,61248.5002,36571.3033,36826.1963,0,0,0,839.3378,0
PF3D7_0610400,156109.1846,0,0,42776.0433,5652.8506,0,39928.3737,34376.9076,29952.772,85425.1521,38992.8516,53914.1813,3166.7463,0,0,0,0
PF3D7_0610500,0,0,0,5865.8523,15503.4379,0,21901.4125,24552.521,12666.4111,19294.1381,54510.822,18619.9571,193.0018,701.0798,194.6678,467.1786,492.0654
PF3D7_0610600,0,0,0,16875.4601,11150.4532,123469.3984,17184.0368,15257.1825,16173.5399,16589.5793,17109.6599,17480.783,9855.6239,11765.456,12670.8899,7056.1328,17695.2769
PF3D7_0610700,98252.2239,0,0,686522.4207,85387.1821,196978.2412,193045.4541,144692.0056,129750.3778,383401.6391,140139.7263,196892.7784,57578.1949,120128.9449,64441.1495,27874.669,109533.7641
PF3D7_0610800,173218.2065,0,0,66449.8077,366307.1829,109142.5369,471640.3072,529731.6987,401796.6651,256757.5857,244732.0714,441529.5197,102134.7629,211219.4762,124635.6618,92741.491,143735.6918
PF3D7_0610900,0,0,0,0,40365.0107,0,28033.4942,25479.4678,26143.1317,35984.5005,35572.9668,30626.37,8107.7549,15750.5973,1392.912,8123.4047,6587.4723
PF3D7_0611000,0,0,0,0,24252.5005,0,56295.0254,28442.8715,26485.2413,69920.6373,22424.1755,39554.7968,1631.9921,3211.1187,565.8398,4608.7857,1560.31
PF3D7_0611100,0,0,0,0,0,0,54269.9936,105292.4341,95902.8269,211547.4793,208584.4952,98093.421,0,1061.6352,0,707.4419,0
PF3D7_0611200,345664.5599,0,0,1413986.4914,221011.2269,339426.6066,320921.7175,441988.733,468759.3639,454267.2495,655226.7844,519927.5417,0,269.5343,0,179.6096,283.7662
PF3D7_0611300,0,0,0,49783.0667,590966.7333,297337.2144,534090.9299,666087.1075,307584.9026,204259.9011,619723.2571,636626.3072,0,283.334,59.0047,188.8053,298.2946
PF3D7_0611400,0,0,0,324407.1358,66959.4446,96878.6381,190403.782,97248.7232,130831.5188,114008.3861,244606.5553,146903.1908,0,153.8602,32.0416,102.5278,161.9843
PF3D7_0611500,0,0,0,0,0,0,1024.041,2828.6683,2265.9673,1989.6669,4719.3691,3540.9704,1191.1883,480.7775,0,3203.7572,506.1634
PF3D7_0611600,0,0,0,0,19057.21,0,15296.454,21049.011,13090.6067,59631.1984,34972.8815,17055.5317,152.0786,368.2841,76.6957,1104.3606,193.8651
PF3D7_0611700,0,0,0,96187.0145,48302.2027,0,85702.6142,41871.1368,29913.4808,96639.0024,84562.777,32766.9692,8703.2064,30177.4197,4389.1665,5745.5225,9077.3838
PF3D7_0611800,48146.5387,0,0,52383.2063,70147.3551,43801.3741,63910.4933,75464.0087,84097.4462,79207.3334,57807.6245,90623.2957,140487.9367,229144.5396,154304.1887,176923.5403,171473.0228
PF3D7_0611900,41818.6298,0,0,51564.9342,8480.02,23953.9766,12640.773,7290.3858,20350.7859,27724.9916,12812.7301,11105.7473,377.0267,1597.8098,332.7461,152.1047,240.311
PF3D7_0612000,0,0,0,96673.6467,16352.5304,0,8750.3445,11437.9361,9681.2502,14929.4747,12741.7789,11403.7911,1484.3798,1797.3389,374.2983,1882.0887,3514.1632
PF3D7_0612100,39304.9416,0,0,12116.3506,99059.3435,33771.1801,74027.4271,108192.0926,104590.4295,56633.8722,136673.0845,99617.6682,32822.9549,78681.8446,31095.7812,37849.1256,51666.8698
PF3D7_0612200,0,169495.6007,0,52432.045,8983.6648,0,17029.8218,19978.7216,19860.0017,37887.4791,24282.9003,32835.2404,416.4156,360.1504,60.0014,1487.9593,151.6668
PF3D7_0612300,0,0,0,0,37923.7942,0,59357.8055,102100.7143,51078.6796,263631.6887,87234.5893,105176.5788,0,714.5621,148.8085,476.1628,752.2923
PF3D7_0612400,0,0,0,0,5334.9801,79117.5544,26763.5838,28726.3072,8093.6265,33384.3043,12547.5151,36400.7197,1245.2809,2513.0494,837.3535,3349.2418,1587.4459
PF3D7_0612500,0,0,0,0,0,0,0,117393.6077,160093.1765,252440.2188,258458.6414,167312.5426,0,1425.2089,296.8017,949.7165,1500.4625
PF3D7_0612600,0,0,0,0,33596.6269,0,24587.2466,40687.2357,13601.4809,26505.7248,12513.6946,33990.8889,1691.4249,3909.8876,1667.252,3970.1821,1960.1604
PF3D7_0612700,0,0,0,12353.2519,11100.8722,0,25682.4059,26887.4495,40302.3829,147815.406,25831.3402,82544.7805,52229.3436,87602.4785,73639.5262,75429.2342,75129.5922
PF3D7_0612800,40598.363,0,0,0,11466.7984,34882.5,19115.8684,26261.8157,57443.1157,37141.297,106509.2022,32011.2091,301970.6755,515880.0742,520134.9646,337343.5504,431835.9899
PF3D7_0612900,10689.172,29419.7565,0,109836.7027,118906.1521,73473.9066,92458.6365,126667.6124,149523.7255,113580.793,118068.8841,161533.3978,184887.7624,250123.6757,247502.8301,215312.7469,246745.811
PF3D7_0613000,14277.8513,0,0,58684.8864,127805.7432,110408.9917,182261.8101,73494.1591,50137.4544,149342.7905,133313.0863,49597.2647,579.2655,701.3949,438.1993,934.7771,1230.7165
PF3D7_0613100,49689.6023,0,0,61270.3258,13674.7112,0,7509.99,15045.4981,9054.6147,40856.4308,29946.8343,13892.1578,63614.5068,149985.0275,58797.8339,37953.999,110219.0639
PF3D7_0613200,0,0,0,163217.3402,20392.6584,217123.7432,57918.8284,61609.8642,36219.4273,91739.4726,65875.2004,73618.5309,488.2067,591.1378,246.2105,2363.499,1244.7019
PF3D7_0613300,0,0,0,0,3133.4974,0,11995.2448,23743.4839,15411.9012,10638.1693,23008.3688,8372.5642,0,90.8331,18.9161,60.5285,95.6293
PF3D7_0613400,0,0,0,0,104476.6943,65931.2954,73153.7958,64422.9684,63498.7772,65780.5996,79219.6357,101611.665,8301.8728,18010.1877,5669.581,12838.7602,7937.2293
PF3D7_0613500,0,0,0,0,26157.9452,0,23381.8286,25514.5738,21557.7545,33701.5475,33484.1665,31337.7453,1295.1565,3024.4258,513.2036,2388.6065,589.652
PF3D7_0613600,0,0,0,36378.7903,2747.1166,0,7276.4991,12703.6356,13173.7251,11031.8618,7007.4335,9114.7878,21032.2371,40373.8272,15414.4905,21385.1587,16457.3118
PF3D7_0613700,0,0,0,0,29333.1713,0,28366.9322,24066.7507,21080.09,27116.9292,35572.7768,36352.1279,28157.5039,30098.6889,25211.0448,34788.8985,21873.1019
PF3D7_0613800,0,0,0,11775.7889,2386.1266,0,3414.137,2825.935,4099.8068,27399.6696,11354.6349,10012.46,2098.7092,664.619,1115.4041,4011.9919,3292.7631
PF3D7_0613900,0,0,0,0,940.4729,0,2415.6149,7923.6629,8101.3194,4752.1022,1518.0738,5109.7688,8546.7774,5883.1861,14879.3118,9446.6964,12835.405
