Gene,ES1,ES2,ES3,ET1,ET2,ET3,LS1,LS2,LS3,LT1,LT2,LT3,M1,M2,M3,MT1,MT2,MT3,S1,S2,S3,YR1,YR2,YR3
PF3D7_0112800,32.3198,24.6292,43.0055,8.0684,1.9186,4.7516,22.5584,17.7,37.5139,4.4229,17.6548,26.4747,10.8106,19.7001,14.2382,1.5665,2.3653,4.5942,29.6578,25.2279,29.6581,181.4035,14.8961,31.9365
PF3D7_0112900,5.6934,31.668,17.8892,188.0743,169.4556,173.2667,62.0541,28.6766,28.3034,25.5062,25.3408,11.9783,20.3648,30.5083,54.2688,82.9293,61.4207,50.26,21.9623,48.4217,26.9592,29.8954,82.0068,99.2648
PF3D7_0113000,199.0874,1128.2265,536.8752,7843.653,6760.1794,7101.67,184.8864,281.6107,478.6167,1146.5242,1147.4387,460.7634,178.0698,849.0958,389.1898,4131.3373,2932.3164,2177.6017,228.6763,2771.0151,890.7772,785.5475,3565.3978,3959.719
PF3D7_0113100,4.6007,8.0239,12.5385,3.1894,3.7023,1.3535,1.7974,9.7586,19.3883,1.6256,1.8215,0.8271,0,7.7528,5.418,1.3086,1.4713,1.7512,4.7373,12.3442,31.4422,0.3582,1.0008,3.1725
PF3D7_0113200,17.3666,10.5854,36.0257,5.8271,56.8018,47.4993,8.4104,9.2754,17.4874,21.1619,10.1621,13.3006,1.1876,14.6896,6.5262,57.8214,37.1852,32.6816,12.4094,8.7297,40.8197,1.5226,1.7517,1.8542
PF3D7_0113300,0.238,0.8318,2.4711,13.2824,2.3674,1.8913,1.4065,3.1312,2.2884,0.2817,0.8877,0.4215,1.3524,2.1544,0.8534,0.2721,0.3476,0.6502,0.2648,0.8033,2.3128,30.5889,20.2996,11.8579
PF3D7_0113400,0.3404,1.6999,1.3256,0,0.1092,0.3247,1.006,0.7167,3.4046,0,0.2822,0.1206,0,1.0877,1.6787,0,0.3315,0.155,0.7576,2.2984,0.3676,0.1268,0,0.1123
PF3D7_0113700,65.7955,46.5094,150.3325,545.6577,242.4813,259.8503,69.1657,107.2879,112.6132,29.7326,41.8278,28.9014,446.2887,227.2931,200.6994,68.4561,50.2244,53.7515,42.6253,77.1992,72.3759,472.3415,441.7589,454.5909
PF3D7_0113800,9.8797,1.4413,12.8089,3.5881,1.4963,0.9411,2.3746,5.2197,9.0245,4.0297,2.2699,3.4347,3.6707,5.4391,6.0715,1.7488,2.0541,2.7299,5.0782,1.9987,11.0292,2.8678,1.8083,2.4423
PF3D7_0113900,68.4023,37.8034,66.215,319.4532,59.5247,85.9559,49.0837,38.7076,63.4424,40.0046,38.325,36.0153,64.2565,73.7227,57.6952,31.121,16.5887,27.3335,36.5026,18.0267,59.8558,394.6963,336.577,298.7244
PF3D7_0114000,53.104,64.9237,82.621,9.5401,5.5219,7.4442,44.6773,73.6748,177.856,7.9628,13.4584,16.866,15.3059,109.8894,101.7827,7.2482,4.0317,6.5393,97.2134,81.5594,287.3765,17.7865,5.3238,14.7715
PF3D7_0114100,8.8632,16.6626,32.9369,8.2845,248.3119,183.6563,8.8048,10.7024,28.0781,21.6003,23.9866,14.0379,7.273,13.3279,14.4915,206.4682,131.0036,98.7702,13.73,30.3619,14.9207,0.3885,1.788,4.4735
PF3D7_0114200,6.5297,5.2171,16.1048,0,0.8382,0.8304,0.5514,2.7495,5.7772,11.9804,8.1193,2.776,0,6.6073,1.1709,7.2175,11.7648,13.3812,1.211,9.9198,7.7568,0,0,1.2929
PF3D7_0114500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2902,0,0,0,0,0,0.2554,0
PF3D7_0114700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0114750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0114800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0115000,0,0.0609,0,0,0,0,0,0,0,0,0,0,0.063,0,0.1094,0,0,0,0.0453,0,0.3294,0,0.0523,0
PF3D7_0115100,0,0,0,0.9048,0,0.706,0,0,0,0,0,0,0,0,0,0.2821,0,0,0,0,0.3997,0,0,0
PF3D7_0115200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2488,0.2115,0,0,0,0,0,0,0.2379,0.1831
PF3D7_0115300,0,0,0,0,0,0.4031,0,0,0,0,0,0,0,0,0,0.2417,0,0,0,0,0,0,0.2718,0
PF3D7_0115400,0,0,0,0,0.4732,0.4688,0,0,0,0,0,0,0,0,0,0.281,0,0,0,0,0,0,0.3161,0
PF3D7_0115600,0,0.2708,0,0,0.174,0.1724,0,0,0.2086,0,0,0,0,0,0.4863,0,0,0,0,0,0.2928,0,0,0
PF3D7_0115700,0,0,0,0,0,0,0,0,0.0381,0,0,0,0.1022,0.0527,0.0444,0,0,0.0451,0,0,0,0,0,0.0327
PF3D7_0200100,1.1256,1.374,0.3788,0.5605,0.5218,0.5567,0.3168,1.58,1.8764,0.148,0.5184,0.9305,0.0646,2.5312,0.7289,0.4767,0.609,0.8544,0.9742,0.8973,1.1481,1.1651,1.6621,2.848
PF3D7_0200200,0,0.3017,0.5228,0,0.3877,1.1523,0.255,1.9078,2.7886,0,1.2519,0,0,3.2172,4.6039,1.1512,1.4708,1.1004,0.4481,1.5295,0.6524,1.1254,1.2948,0.7974
PF3D7_0200300,0,0,0,0,0,0,0,0,0.216,0,0.2328,0.7958,0,1.7945,0,0,0,0,0,0.237,0,0.2093,0,0
PF3D7_0200400,0,0,0.3162,0,0.469,0.9293,0.617,1.5385,0,0,0,0,0,0,0,2.7852,2.4909,1.9966,0,1.8502,0,0,0,0
PF3D7_0200500,0.5528,0,0.2392,0,0.3548,1.406,0,0.8729,1.2759,0,0,0.1959,0,4.4162,1.9827,1.2642,0,0,0.4101,0.2333,0,0,0.237,0
PF3D7_0200600,0.2918,0.2915,0,0,0.1873,2.0412,0,0.3072,1.5717,0,0,0,0.3016,0.3108,1.0467,1.3348,0,0.2658,0,0.9852,0,0,0.2502,0
PF3D7_0200700,0,0.3029,0.5249,0,2.336,8.6778,0.2561,3.8311,2.1,0,0.2514,0,0,1.9382,0.2719,12.253,2.9537,1.9336,0.225,3.0716,0.3275,0,0.26,0.2002
PF3D7_0201000,0,0.3442,0,0,0,0,0,0.3628,1.8562,0,0,0,0,1.4685,0.309,0,0,0,0,0.2909,0,0,0,0
PF3D7_0201100,0,0,0,0,0,0,0,0,1.3471,0,0,0,1.8094,0,0,0,0,0,0,1.4778,0,0,0,0
PF3D7_0201200,0,1.5207,0,0,1.3683,1.7427,0.5143,4.1674,1.8743,0,0.7573,1.0789,0.944,2.2705,1.3652,2.7856,0,0.2774,0.2259,5.1403,1.3155,0,0,0
PF3D7_0201300,0,2.1894,0.6324,0,1.6416,5.8079,0.3085,0.3846,1.4055,0.4325,0,1.0355,0.3775,1.5567,0.6552,5.8489,1.7792,2.6622,0,3.0837,0.7891,0.2723,0.3133,0.2412
PF3D7_0201400,1.6305,3.7997,4.7035,4.8717,36.2816,19.0072,3.2125,1.7164,5.4359,1.2867,0.9011,1.5404,7.8626,4.6313,11.2083,2.4859,8.4692,1.9801,6.4509,14.22,3.5217,0.405,2.3299,0
PF3D7_0201500,50.3199,25.4535,74.481,98.3305,218.9868,209.8893,23.5827,34.3718,69.9735,56.9625,56.2928,66.1172,11.9475,36.0791,34.7513,50.0901,61.6162,78.0169,34.6709,27.9695,48.3633,5.4003,25.6203,40.8979
PF3D7_0201600,41.0336,20.6952,101.3411,863.9213,826.034,728.388,23.598,22.244,71.7395,96.6607,61.7023,63.7523,32.6813,59.8248,36.5474,250.8633,155.7377,193.5713,18.3043,38.8892,46.0808,189.6688,438.3005,546.6186
PF3D7_0201700,7.7222,12.8844,24.3727,771.251,88.5211,149.2114,200.2219,165.836,44.6635,3.979,4.8952,4.3773,1395.0187,293.6918,514.8972,29.2255,9.5558,11.1706,19.477,12.6516,29.2376,1873.7854,1130.6728,1308.8845
PF3D7_0201800,48.1595,41.0189,120.9427,1297.338,799.2486,886.7582,49.9773,70.5979,82.5013,70.8598,80.2181,63.0658,341.26,194.0421,160.1134,373.2109,200.326,192.0568,25.2085,115.1962,47.6351,570.7851,1112.7202,1059.5114
PF3D7_0201900,47.3712,48.0193,126.827,577.3189,678.2572,500.1035,12.756,31.6092,84.829,68.393,47.2774,74.2669,7.0149,77.3945,38.5279,162.9265,108.219,155.29,29.3304,60.601,168.5406,6.1152,205.0875,229.2547
PF3D7_0202000,84.1685,75.2957,194.6655,1971.2262,945.2433,1662.624,29.7172,50.952,130.4584,155.1776,129.3445,176.533,83.4982,110.2738,133.3559,412.5489,211.0053,322.183,48.3198,103.9254,204.4751,615.6774,1692.5346,2082.1881
PF3D7_0202100,3.3442,7.7575,4.0144,14.5047,3.67,5.8992,114.5039,43.1546,15.1056,1.4047,2.1463,2.8282,131.0938,56.3045,185.0391,2.3848,3.5722,3.0459,12.6443,1.912,9.4368,93.2551,38.0142,62.8726
PF3D7_0202200,5.9467,14.0485,19.1997,551.9541,80.0847,120.9987,351.1114,260.2767,42.848,5.8209,4.266,3.0792,3851.9032,428.4058,1119.5093,31.8194,13.1425,12.499,24.687,10.5205,16.9198,2091.5133,909.2994,998.3107
PF3D7_0202300,5.482,2.3465,17.1694,7.2325,101.8773,79.8402,7.9355,11.5419,10.8454,19.4676,12.7676,7.3988,132.9863,17.2395,56.4093,139.8953,88.984,102.7133,2.3238,1.5423,3.9469,49.6066,8.0573,12.2333
PF3D7_0202400,357.3831,195.7146,522.4707,485.7235,3109.7678,1238.7016,76.8719,84.84,274.4083,287.4612,139.9623,303.1849,30.1102,123.3912,116.6929,1399.7632,386.4404,558.1453,218.6703,177.3611,723.0726,24.0586,439.1594,202.0411
PF3D7_0202500,166.7103,906.0216,57.0615,8359.5091,2779.1697,3178.3351,14096.9802,5817.5092,1226.1188,57.7804,59.2272,59.8295,25245.5097,5083.1151,17169.2261,823.2672,203.1925,198.9866,1802.9262,168.278,457.8541,12038.9764,12492.9823,9511.5226
PF3D7_0202600,107.0586,86.7271,114.9749,41.7414,104.605,86.4153,42.5635,56.4289,86.4277,130.512,111.0579,117.1056,10.064,55.3538,36.5969,82.0077,100.2116,120.1253,83.6656,66.1361,103.4135,22.0506,23.9671,38.2753
PF3D7_0202700,127.4892,73.8611,145.4451,3.9464,29.0699,21.8058,37.1366,59.3881,123.7644,68.9485,88.7571,99.2378,5.4102,56.8834,26.7585,32.8275,52.9036,75.7025,76.126,42.7528,78.5944,4.682,2.4689,7.4298
PF3D7_0202800,128.9317,88.5006,114.4793,0.7383,1.5121,2.7654,35.5759,68.4836,92.7817,53.4114,74.2825,91.6131,5.3366,68.4245,29.7337,4.5585,28.767,42.4995,78.4383,56.894,85.1288,3.9162,1.2429,4.246
PF3D7_0202900,125.3275,68.9625,105.3013,1.0293,1.7116,2.4094,40.2924,59.6875,91.995,48.1774,72.8291,80.0516,2.1753,68.017,26.8032,2.9956,29.1137,34.1294,64.8613,38.4962,74.5697,3.8697,1.4439,5.3726
PF3D7_0203000,84.734,85.3948,43.0488,2.5465,2.5978,2.0848,105.2479,68.1674,91.9137,42.8132,30.9589,49.2585,19.2692,62.9162,58.2444,4.8035,10.9766,19.7838,117.2791,40.5568,149.3787,17.6377,3.2503,7.4051
PF3D7_0203100,26.5277,29.5905,45.3779,1.9487,6.3107,4.6745,92.6292,119.6758,66.9522,9.9604,10.6832,12.9285,23.5678,96.1836,48.3652,3.9837,9.5752,12.5849,73.6893,17.1563,95.8458,13.7292,2.6579,7.5415
PF3D7_0203200,64.2115,64.8896,81.8738,97.2176,79.1396,70.0615,54.0599,55.9966,80.8259,38.0043,46.2998,59.6319,11.1895,65.3596,38.8368,51.5553,52.1757,47.9289,80.752,41.8481,58.6766,88.7651,59.9393,78.6192
PF3D7_0203300,164.0071,78.5682,167.7661,43.7851,54.1016,46.4477,59.3095,44.7341,122.1275,79.8173,87.9201,123.1771,5.8064,39.6518,33.6932,60.2359,64.6443,51.8182,120.3622,49.4995,68.6478,18.5816,14.754,21.7891
PF3D7_0203400,391.234,200.1359,309.1994,2.2945,8.334,13.3286,96.5582,117.908,203.8758,257.0175,295.9198,317.1172,12.7699,83.1447,53.7198,34.8203,120.3574,118.8258,200.4092,182.8571,158.4631,7.3442,3.0847,10.9444
PF3D7_0203600,42.4922,29.6931,59.5892,3.9997,6.9312,4.9936,13.1443,12.9914,36.1444,30.7106,40.9209,38.8528,5.0719,12.6969,12.6999,9.4075,15.5702,15.1997,30.3775,21.3048,38.6197,9.9282,1.4428,5.8314
PF3D7_0203700,97.0885,90.694,189.3409,404.5636,362.3656,358.6391,94.4509,100.2403,88.4077,191.8781,162.3728,99.9429,222.573,179.7087,119.3165,387.1331,261.3524,244.4137,44.0699,155.1456,130.1466,507.7241,403.9792,364.0997
PF3D7_0203800,53.0436,36.2324,57.4623,1.7753,1.0944,2.0478,11.0376,17.749,39.9352,44.5129,65.0932,46.7797,5.579,20.1784,13.9284,6.9318,28.2286,38.4771,28.3174,23.1037,42.2472,2.6117,0.3248,4.8765
PF3D7_0203900,107.27,80.6645,185.3927,2.1725,32.4139,32.6081,27.2796,34.8347,133.4464,174.502,161.4654,164.4611,3.7273,28.0635,37.4039,71.8495,151.9736,173.6912,50.142,86.0349,131.0889,5.2591,1.0757,7.7633
PF3D7_0204000,52.8348,30.0469,56.3744,0.5065,9.3362,5.3752,11.6521,18.7143,37.4927,39.8796,49.363,52.2353,1.2846,17.7438,11.481,19.143,24.5782,37.0255,20.4732,30.0079,47.9294,1.0191,1.1724,1.8872
PF3D7_0204100,197.1144,172.4176,104.1447,3.2005,4.837,5.7208,125.4883,134.7139,239.7758,37.6808,96.0112,172.9672,12.5061,91.5033,72.8902,8.4252,18.9927,29.1593,267.6156,57.3946,284.3405,16.0641,4.5813,11.6959
PF3D7_0204200,322.7272,345.4147,290.0483,397.1056,424.1981,460.5287,1170.8745,888.3418,387.5518,327.8659,329.1556,299.8468,405.9353,601.9649,689.976,405.6033,300.5076,303.6767,526.586,246.1489,448.4147,373.5338,316.5592,359.5575
PF3D7_0204300,129.5821,122.3363,134.3461,326.8647,315.9032,257.3509,59.3368,70.717,98.7033,236.7233,191.7507,207.4794,42.5019,94.351,68.5561,252.1118,262.7021,326.8241,88.2842,124.4927,119.7512,318.1389,427.7061,394.2815
PF3D7_0204400,37.1211,31.659,36.4562,87.6879,92.364,77.4406,12.3267,17.563,31.1266,86.401,57.395,72.9973,10.7748,26.2116,13.8371,78.8514,95.0538,121.1834,15.7799,48.227,39.1879,87.6513,124.8026,116.7244
PF3D7_0204500,91.6243,81.5047,135.8929,162.0477,202.7206,160.7285,34.5791,61.0975,102.9047,204.361,167.7808,179.3173,21.919,48.9537,29.5856,146.8773,168.1398,275.04,57.0418,121.0927,92.9042,227.6708,205.8616,236.0662
PF3D7_0204600,37.8123,24.8516,71.3571,11.6622,44.2096,37.9,16.6167,22.9415,47.547,68.4384,54.1291,44.4235,7.3944,21.9135,20.7067,63.4756,69.6132,72.8781,23.7672,30.7466,36.7078,6.9688,6.9021,11.7004
PF3D7_0204700,235.5734,296.6229,273.8087,469.4823,588.3278,577.7088,221.2315,434.7218,313.9271,363.5414,319.605,345.5896,266.5184,363.6559,275.2437,502.7327,416.9702,417.7257,254.5203,240.8171,232.0931,410.1791,354.7789,423.6901
PF3D7_0204800,96.1594,74.9375,157.2064,2.0917,20.9122,16.8238,32.8457,35.1283,100.7177,135.563,131.5995,123.5385,7.5492,36.1745,34.5231,76.6139,117.1124,123.1899,55.6607,95.9896,82.7365,5.8857,5.9251,5.8646
PF3D7_0204900,229.1659,166.9291,263.2675,5.0158,16.5636,31.3107,60.1714,77.5073,199.9891,219.9857,219.4077,225.9546,16.3904,103.8921,61.9826,91.8585,140.8765,121.1805,143.6581,185.0225,183.0586,8.6447,1.8268,16.7195
PF3D7_0205000,106.7095,100.9468,298.1218,1.7776,1.6336,5.7795,57.7167,64.4915,268.1121,98.3403,116.0356,94.0301,10.5194,114.4362,75.7932,9.4233,59.3106,107.1251,74.7097,254.8435,274.2608,5.1479,5.1434,11.8786
PF3D7_0205100,118.2192,132.0118,252.9359,3.3218,2.1409,3.6917,65.8195,56.5683,195.782,128.387,136.4005,89.3678,9.7013,107.1054,62.3587,10.641,57.9891,78.7583,72.2112,270.6574,317.1085,4.9711,2.436,5.4628
PF3D7_0205200,86.5555,46.2977,148.5575,0,0.6974,2.9936,28.7457,81.9677,119.2532,10.7173,23.4168,30.0235,2.9938,102.9957,38.6417,0,3.5271,6.2672,45.6718,46.7657,83.3065,4.0482,2.1735,2.8684
PF3D7_0205300,6.5099,6.6462,13.1454,0.3537,0.2786,0.7359,4.2754,8.376,14.2463,7.021,7.5551,3.2801,0.7474,9.3995,4.6696,1.4336,8.5944,5.9292,3.6488,10.0119,15.6231,1.1859,0.4961,0.2865
PF3D7_0205400,64.7675,66.8044,105.6141,135.2846,114.7338,110.8689,26.3896,26.9449,80.5105,108.8065,134.2247,92.7858,13.7359,35.2467,38.5458,102.8411,126.0188,151.9831,40.8078,141.1936,42.7614,133.7308,134.338,157.2738
PF3D7_0205500,302.7821,186.8837,270.1521,352.3282,319.899,335.3774,87.1833,84.4663,193.3471,319.3435,332.3178,302.0729,28.7844,95.4625,74.3863,265.6638,307.2704,247.6443,138.3609,181.6933,123.6017,398.9248,310.7363,328.147
PF3D7_0205600,79.9672,53.769,97.3857,7.704,20.5654,21.3742,32.7089,47.6893,82.1325,66.681,90.3459,75.084,7.8698,54.6868,34.1433,40.8396,60.7451,68.8873,72.0823,55.9661,73.8814,21.3319,5.629,19.067
PF3D7_0205700,64.5584,49.7509,66.9051,278.1341,142.6053,150.3883,38.8659,42.7903,42.9235,39.1531,54.3424,56.4738,42.8263,49.2387,46.6295,56.8076,36.4828,49.5441,47.5955,31.1113,36.1509,368.9884,344.0606,312.0834
PF3D7_0205800,319.7184,168.8103,151.3087,20.1501,39.2141,30.7067,85.241,132.9129,157.7933,122.2499,186.6579,230.8697,12.3252,108.7647,51.1256,43.4663,64.8826,75.2506,204.5882,63.1019,123.7852,25.7986,16.9608,23.2338
PF3D7_0205900,843.1254,848.1065,753.5511,235.0242,418.5478,425.956,404.5352,641.5165,722.2857,671.4139,770.1916,869.8547,65.233,589.6588,280.8746,471.0985,563.1111,604.7044,748.8781,896.9651,805.301,152.6418,186.4677,217.5308
PF3D7_0206000,81.4787,74.5834,122.8958,83.021,68.1464,59.2898,128.0681,125.6527,139.6578,65.1307,72.6734,71.1299,37.0371,127.3553,115.9262,46.6613,60.8069,77.0601,103.6815,55.4502,180.6126,119.0553,82.8608,106.0308
PF3D7_0206100,51.2478,45.6241,52.9046,59.8253,48.4799,51.8691,59.9673,61.324,55.4503,72.2506,64.7581,55.8285,28.6597,64.2977,50.5969,59.6968,74.1191,71.4131,52.9675,26.6483,39.7986,80.1712,80.0598,74.7448
PF3D7_0206200,99.6549,192.1802,120.4223,15.9205,11.1873,13.2272,707.0151,579.5798,264.075,24.6243,45.0919,44.6179,376.1759,398.3896,474.1148,16.072,17.2483,21.5072,348.4665,74.855,255.1658,109.2484,38.9244,39.892
PF3D7_0206500,99.7682,95.5669,116.2362,120.5714,176.4913,124.4149,91.2548,113.7665,118.1136,100.3583,96.2938,130.8652,229.1612,121.4814,134.0563,77.6625,73.0459,101.8908,81.8397,80.8783,157.1335,216.7004,91.9324,139.1771
PF3D7_0206600,14.7941,7.237,17.3753,19.9281,17.8292,16.6059,10.4526,9.8528,14.8663,12.866,14.266,10.0547,35.4101,12.3812,13.8062,20.7139,13.085,18.0117,7.0551,14.1424,7.1733,31.2741,30.4157,20.2266
PF3D7_0206700,3320.7628,3244.4777,1094.5724,255.5339,235.3448,260.4376,10792.3105,7364.7898,3662.0649,252.5593,840.0755,1610.4761,1192.4759,4018.4109,3689.9455,212.9306,215.0541,227.4587,9013.157,986.4662,3838.5303,1035.5593,352.7902,491.4172
PF3D7_0206800,3380.8962,3324.7069,1086.6273,268.175,235.277,237.6597,10818.9813,7575.9813,3784.45,275.4045,842.6617,1673.2615,1224.9174,4099.9927,3769.609,225.465,214.6884,231.3355,9267.3548,971.9692,3892.49,1045.6629,353.9872,504.6158
PF3D7_0206900,174.8853,242.2639,165.3535,15.9295,20.1034,24.3252,1199.846,1191.1371,302.4134,117.4417,83.8128,78.6399,346.224,1002.1458,698.2817,67.4589,96.8309,82.8972,436.7626,169.2456,240.3966,131.2661,30.8172,50.0844
PF3D7_0207000,697.2843,788.1775,308.6922,18.2712,6.8669,16.4004,1280.2854,1121.5723,755.7604,231.0681,385.2274,485.8671,112.0614,731.6296,531.3848,30.7217,94.343,109.0509,1300.9875,399.1384,585.9012,96.9788,22.7422,46.7194
PF3D7_0207100,178.0609,368.7804,197.6217,7.8202,8.8689,11.8734,675.0837,729.3961,333.3198,95.8752,114.203,106.1774,151.4977,745.8999,433.7108,34.2866,53.0949,70.6104,391.0389,327.2543,491.4797,82.8468,17.8934,31.2131
PF3D7_0207200,43.0389,90.6099,68.7784,1.7934,5.9647,8.241,165.6045,230.9132,116.4579,34.1571,39.5293,32.4018,22.2367,167.483,95.8171,18.4549,33.8189,21.3817,115.5555,52.6294,83.4523,17.1299,5.6608,8.5544
PF3D7_0207300,11.129,9.6525,20.0225,0,0,0.0931,10.8811,37.459,29.2918,1.56,3.6417,3.1127,3.4802,43.9848,21.5327,0,0.1426,0.1334,10.4284,5.0672,21.0328,2.4007,0.5022,2.223
PF3D7_0207400,473.1029,774.4399,274.2878,6.2216,1.4002,4.9126,212.7536,321.7875,348.322,147.5104,455.2512,579.1222,29.4919,300.9032,160.0622,1.1086,10.6228,31.8726,489.5239,807.3369,547.1474,32.6483,6.7019,24.9571
PF3D7_0207500,994.9955,884.9413,729.1024,8.6523,2.0393,14.2471,285.8474,482.1333,752.1946,262.0631,651.272,1157.1984,25.3994,296.9918,175.3398,0.8285,12.4581,40.0539,757.9609,568.314,955.179,48.0364,9.0318,39.2349
PF3D7_0207600,6250.3219,6026.5677,1676.9348,41.7857,8.7092,36.4137,1568.0446,2613.1863,2129.7573,569.3401,3433.6371,6348.4416,125.1214,1707.9643,736.5733,6.6339,21.7811,45.7672,6449.9448,4240.4814,4806.6147,238.4164,42.7615,150.5147
PF3D7_0207700,690.7315,1227.141,264.0795,4.0657,0.3203,6.9795,232.3918,482.5876,326.2842,102.6473,523.7035,704.0203,15.7764,331.5156,127.0511,0.6085,3.3043,11.0882,768.0123,1331.6913,564.584,28.3323,8.2988,17.8489
PF3D7_0207800,428.9485,425.1267,138.6062,9.1037,0.7231,2.8057,245.4335,239.5654,295.4901,44.8968,211.0616,401.3251,15.4248,180.5979,88.3865,0.7157,4.846,9.5769,618.9996,222.9704,479.7679,36.1704,11.4298,21.7498
PF3D7_0207900,96.6227,263.9191,104.775,0.9521,0.1154,2.1146,31.6487,129.9118,126.8234,18.0871,101.1081,87.5694,2.7863,124.2671,41.9876,0.137,2.7137,4.83,95.1474,296.0794,188.1165,3.7509,1.233,5.8731
PF3D7_0208000,344.7023,554.8828,207.8895,3.0539,0.8214,3.8942,165.8719,333.3289,315.5536,22.939,182.0861,251.9511,11.4291,256.0674,107.695,0.9059,1.1573,4.7455,400.5502,571.9008,437.5119,13.6919,4.1537,11.5235
PF3D7_0208100,263.6707,306.2079,274.6546,2.8769,5.2181,8.241,58.4852,111.0076,189.777,184.6505,203.7092,249.3338,8.2563,122.1168,51.6897,24.1862,76.5043,112.7134,154.4521,362.5037,366.6739,10.2122,3.3854,8.5544
PF3D7_0208200,224.7483,185.2543,381.4691,432.3736,447.1189,416.3122,93.8963,116.5646,223.9178,279.6758,252.5684,242.8706,91.3409,141.7313,121.8369,420.0713,424.9514,387.1318,97.8371,256.9492,157.664,569.728,348.4987,432.2995
PF3D7_0208300,33.5866,26.9609,51.8299,34.0192,40.3366,29.2998,13.7297,24.6507,39.7022,32.1774,31.433,36.8317,6.6169,24.3402,14.0723,22.8275,32.8941,38.5385,28.7808,12.2925,50.7127,27.0408,33.2098,36.2151
PF3D7_0208400,140.8945,199.4107,142.43,77.2753,66.8152,53.8622,70.2479,142.2808,179.0879,87.465,125.0177,136.2465,15.965,157.1018,71.8369,47.0167,67.2529,83.6473,145.6217,186.3264,281.5245,51.6429,104.4954,81.9859
PF3D7_0208500,71.8222,58.7178,85.3797,1.0112,6.2729,8.7786,33.5326,34.9461,87.9579,72.3476,96.9583,92.5484,2.5647,34.6983,24.8968,22.7042,60.7333,78.979,69.7353,31.1597,47.4097,3.3524,1.463,6.1432
PF3D7_0208600,259.1605,141.6462,342.5932,3.302,48.5139,38.7603,69.4739,70.477,188.8151,248.1723,206.2179,249.0451,8.9205,73.7496,48.3381,121.5435,160.2602,178.2756,150.4298,134.1225,196.1631,10.1094,5.5889,9.7679
PF3D7_0208700,189.3397,156.2405,286.3106,182.5791,246.9532,234.4946,68.0081,102.847,194.5895,166.5413,168.8362,155.8994,10.2205,100.6226,56.4685,288.3603,253.6013,232.201,97.4815,235.1024,112.2661,79.8752,117.8565,148.2857
PF3D7_0208800,53.5864,26.6669,47.0158,70.1074,53.3197,44.3302,17.6923,16.9818,41.0845,40.1659,44.5749,49.1368,5.3648,12.64,15.6278,49.8951,41.5343,46.7798,40.9897,6.4162,20.6251,30.8134,61.6817,51.5233
PF3D7_0208900,2.7128,0.936,8.1102,0.6029,1.0448,0.5332,0.6664,1.8173,5.6922,0.1168,0.5315,0.2097,0.3568,1.9964,1.5921,0.3384,0.0961,0,1.244,1.3321,4.6875,1.5438,0.1692,1.4324
PF3D7_0209000,0.7215,0.5147,0.1189,0.14,0.0441,0.2621,0.2321,0.5063,1.9824,0.1627,0.057,0.1217,0.0355,1.0246,1.0473,0.0786,0.0335,0.0939,0.5097,0.5799,1.1502,0.8193,0.2356,0.6803
PF3D7_0209100,159.1384,123.7678,158.5858,125.2908,62.0516,78.0127,54.1673,87.4819,127.8705,112.1759,153.3023,136.7579,22.5978,110.9735,56.6127,53.2608,68.7015,83.8605,103.4941,117.2743,118.8131,192.0531,118.556,148.9312
PF3D7_0209200,85.2398,136.9044,106.3554,193.2284,152.915,158.9929,37.1192,49.5934,94.9154,145.8486,155.8193,124.4799,20.677,60.7526,43.512,144.8504,139.0261,119.9702,56.1034,207.9798,60.0651,127.0431,180.8813,162.5434
PF3D7_0209300,214.8816,103.899,290.0086,53.0398,119.501,106.9928,66.7223,55.0558,186.3144,199.1817,208.7597,237.2475,8.8113,55.7065,52.4997,159.9045,185.4706,203.2212,124.825,67.1699,115.7234,30.2895,52.6379,51.2159
PF3D7_0209400,145.0945,83.9976,147.1228,120.2214,89.6715,93.7281,35.7796,37.4421,74.4858,173.5757,163.493,173.5011,16.4525,56.3483,41.2162,93.1829,136.8084,150.3957,66.5813,60.5792,64.0644,62.9618,98.5288,103.225
PF3D7_0209500,46.1481,52.6101,26.4947,6.6038,0.867,2.5765,180.9613,147.6371,195.0149,0.7994,5.9715,13.2391,134.4518,278.623,249.6791,0.3432,1.3154,1.0252,105.8746,28.499,134.4397,56.5338,25.4766,18.5727
PF3D7_0209600,167.0693,216.3658,125.5507,3.0152,1.1651,2.7967,124.7437,201.4515,197.0748,17.9335,71.7647,123.4746,13.2021,175.1281,61.7225,3.4593,1.7679,2.7979,241.5544,138.9431,144.8384,22.8921,3.7112,10.5064
PF3D7_0209700,164.1814,176.8545,172.0842,641.4758,428.3917,464.3987,357.9452,339.6848,269.6987,135.418,141.8479,140.5035,195.732,387.7149,314.9343,216.6971,181.6425,180.6052,218.4888,162.0918,162.7812,969.0832,556.6361,728.0774
